epoch,accuracy,loss,val_accuracy,val_loss
0,0.7240620255470276,0.6377125978469849,0.3187471330165863,7.979676246643066
1,0.8532016277313232,0.39027291536331177,0.7250115275382996,1.0383089780807495
2,0.9069458246231079,0.2602851390838623,0.8111469149589539,0.5089655518531799
3,0.9321287870407104,0.19727018475532532,0.906494677066803,0.32561686635017395
4,0.9424169659614563,0.16921366751194,0.7959465980529785,0.5788100957870483
5,0.943082332611084,0.1638057678937912,0.966374933719635,0.13573700189590454
6,0.9545477628707886,0.13733108341693878,0.9341317415237427,0.20907633006572723
7,0.9553155303001404,0.13131150603294373,0.9373560547828674,0.18558722734451294
8,0.9575164914131165,0.1272047460079193,0.9309074282646179,0.20666180551052094
9,0.9527562856674194,0.13718731701374054,0.9456471800804138,0.18618817627429962
10,0.9534217119216919,0.1345931887626648,0.29617688059806824,7.195096015930176
11,0.954752504825592,0.13443024456501007,0.946107804775238,0.18039993941783905
12,0.9627885818481445,0.11075708270072937,0.9742054343223572,0.0725497454404831
13,0.9609459042549133,0.11524883657693863,0.9691386222839355,0.0745454952120781
14,0.9669857025146484,0.10223829746246338,0.92353755235672,0.23061491549015045
15,0.9666274189949036,0.10194496065378189,0.9778903722763062,0.06705605983734131
16,0.9671393036842346,0.09910263121128082,0.9391985535621643,0.18000927567481995
17,0.9670369029045105,0.10097253322601318,0.9824965596199036,0.05245821923017502
18,0.9691354632377625,0.09312810003757477,0.9815753102302551,0.05602582171559334
19,0.967292845249176,0.09772274643182755,0.9479502439498901,0.13985267281532288
20,0.969391405582428,0.09189686179161072,0.9157070517539978,0.24863776564598083
21,0.9705686569213867,0.08896017074584961,0.9530170559883118,0.12062536180019379
22,0.9713364243507385,0.09031382948160172,0.9682174324989319,0.0836438462138176
23,0.9688795804977417,0.09332218766212463,0.9557807445526123,0.12950162589550018
24,0.9726672172546387,0.08473288267850876,0.9866421222686768,0.044255778193473816
25,0.9712852239608765,0.08401743322610855,0.8516812324523926,0.65842205286026
26,0.9716435670852661,0.08556266129016876,0.9792722463607788,0.06053783744573593
27,0.9717971086502075,0.08182182163000107,0.9765084981918335,0.06494986265897751
28,0.9708757996559143,0.08460919559001923,0.9686780571937561,0.10344710201025009
29,0.9746634364128113,0.07601942867040634,0.9557807445526123,0.1312890648841858
30,0.9738445281982422,0.07906309515237808,0.9695992469787598,0.08672511577606201
31,0.9739980697631836,0.07907810062170029,0.9811146855354309,0.059344664216041565
32,0.9744075536727905,0.07765033096075058,0.9884845614433289,0.038822583854198456
33,0.9755848050117493,0.0745822936296463,0.9811146855354309,0.0653446689248085
34,0.9751241207122803,0.07641475647687912,0.8908337354660034,0.38576194643974304
35,0.9769155979156494,0.07305990904569626,0.966374933719635,0.10454447567462921
36,0.9754312038421631,0.07405077666044235,0.9442653059959412,0.14344213902950287
37,0.9756359457969666,0.07137072086334229,0.9742054343223572,0.07348672300577164
38,0.976301372051239,0.07071520388126373,0.9580838084220886,0.12407917529344559
39,0.9772738814353943,0.06911120563745499,0.9806540608406067,0.06444332748651505
40,0.9759430885314941,0.06957634538412094,0.9820359349250793,0.06104416772723198
41,0.9760966300964355,0.06836649775505066,0.9479502439498901,0.22891215980052948
42,0.9777857661247253,0.06927625834941864,0.9585444331169128,0.15395225584506989
43,0.9777857661247253,0.06809860467910767,0.9769691228866577,0.07315552979707718
44,0.9781440496444702,0.0648016631603241,0.962689995765686,0.10023236274719238
45,0.9777857661247253,0.06824088096618652,0.9898664355278015,0.04155053198337555
46,0.9799866676330566,0.06415445357561111,0.9824965596199036,0.05891084671020508
47,0.9797819256782532,0.06344888359308243,0.9649931192398071,0.1015588790178299
48,0.9781440496444702,0.06721167266368866,0.987102746963501,0.03914932534098625
49,0.9799355268478394,0.06228131428360939,0.962689995765686,0.11837678402662277
50,0.9797307848930359,0.0644468367099762,0.9898664355278015,0.0359404981136322
51,0.9789630174636841,0.0634707361459732,0.9857208728790283,0.04948322847485542
52,0.9796795845031738,0.06052505597472191,0.8194380402565002,0.8127157688140869
53,0.9806520938873291,0.05916406214237213,0.9894058108329773,0.038623981177806854
54,0.9807032942771912,0.060643188655376434,0.9880239367485046,0.039844825863838196
55,0.9811127781867981,0.0593404620885849,0.9894058108329773,0.04414241015911102
56,0.9800378680229187,0.06588327139616013,0.9829571843147278,0.057203080505132675
57,0.9816246032714844,0.05926753953099251,0.8650391697883606,0.32152265310287476
58,0.9815734028816223,0.05779511481523514,0.9880239367485046,0.04066519811749458
59,0.9828530550003052,0.05670589953660965,0.9778903722763062,0.07522014528512955
60,0.9809080362319946,0.06126885116100311,0.987102746963501,0.05610024929046631
61,0.9831089973449707,0.05533691495656967,0.9811146855354309,0.060216810554265976
62,0.9829553961753845,0.05722932517528534,0.9677568078041077,0.09598105400800705
63,0.982750654220581,0.05807351693511009,0.9580838084220886,0.1354152262210846
