label,centroid_y,centroid_x,area,mean_intensity,max_intensity,median_intensity,integrated_intensity,background,fold_change,is_positive
1,1083.3926754832146,761.9521871820956,983.0,221.67446592065107,2737.0,155.0,217906,37.0,5.991201781623025,True
2,425.399209486166,307.8349802371541,1012.0,273.02371541501975,579.0,265.5,276300,37.0,7.37901933552113,True
3,426.0285714285714,650.0890756302521,595.0,212.96806722689075,1274.0,170.0,126716,37.0,5.755893708819328,True
4,39.75139146567718,248.87198515769944,539.0,111.20593692022264,619.0,90.0,59940,37.0,3.0055658627005966,True
5,1139.4016736401675,728.3807531380753,478.0,262.35146443514645,1317.0,231.0,125404,37.0,7.090580119849659,True
6,12.83495145631068,241.40970873786407,515.0,104.71650485436894,416.0,91.0,53929,37.0,2.830175806867187,True
7,469.37549407114625,318.7509881422925,253.0,276.798418972332,529.0,266.0,70030,37.0,7.481038350583348,True
8,460.6208955223881,259.2776119402985,335.0,248.97910447761194,526.0,242.0,83408,37.0,6.729164985863217,True
9,420.4302925989673,164.75559380378658,581.0,210.80034423407918,403.0,207.0,122475,37.0,5.6973066009056605,True
10,68.2195945945946,265.0810810810811,1184.0,140.0160472972973,805.0,112.5,165779,37.0,3.7842174945113207,True
11,618.212389380531,24.11061946902655,226.0,135.70353982300884,541.0,111.5,30669,37.0,3.6676632384497854,True
12,55.90438247011952,258.33466135458167,251.0,116.0996015936255,503.0,93.0,29141,37.0,3.1378270700895055,True
13,416.6282527881041,332.52788104089217,269.0,262.0185873605948,395.0,264.0,70483,37.0,7.081583442159097,True
14,492.4945054945055,226.03076923076924,455.0,252.16263736263735,678.0,231.0,114734,37.0,6.815206415187995,True
15,282.60573476702507,673.8637992831541,279.0,275.20071684587816,1259.0,176.0,76781,37.0,7.437857212030658,True
16,142.52238805970148,303.64179104477614,134.0,272.2835820895522,817.0,234.0,36486,37.0,7.359015732130171,True
17,1080.6276391554702,742.7907869481766,521.0,177.26679462571977,499.0,162.0,92356,37.0,4.790994449330829,True
18,128.11494252873564,183.17241379310346,87.0,246.35632183908046,444.0,247.0,21433,37.0,6.658278968605801,True
19,2.3653846153846154,234.75,52.0,94.90384615384616,221.0,92.0,4935,37.0,2.564968814961883,True
20,50.32603406326034,292.8491484184915,411.0,173.8515815085158,1472.0,122.0,71453,37.0,4.69869139210935,True
21,1054.023856858847,752.1510934393638,503.0,146.58648111332008,333.0,138.0,73733,37.0,3.9617967868357806,True
22,450.69060773480663,262.29834254143645,181.0,248.9060773480663,421.0,245.0,45052,37.0,6.727191279659285,True
23,1124.0290697674418,578.6162790697674,172.0,143.09883720930233,792.0,113.5,24613,37.0,3.867536140781502,True
24,493.0812720848057,238.0547703180212,566.0,217.4399293286219,361.0,217.0,123071,37.0,5.876754846703627,True
25,1297.1333333333334,225.24,75.0,115.2,172.0,113.0,8640,37.0,3.1135135135050986,True
26,505.24285714285713,762.7857142857143,70.0,222.78571428571428,460.0,185.0,15595,37.0,6.021235521219247,True
27,459.39086294416245,318.3553299492386,197.0,252.43147208121826,441.0,250.0,49729,37.0,6.822472218392865,True
28,407.55027422303476,629.7001828153565,547.0,194.3875685557587,593.0,178.0,106330,37.0,5.253718069060359,True
29,606.0529595015577,17.557632398753896,321.0,87.65420560747664,378.0,78.0,28137,37.0,2.369032583979452,True
30,1132.108527131783,573.5968992248062,129.0,165.87596899224806,684.0,131.0,21398,37.0,4.483134297075669,True
31,425.1845386533666,175.83042394014961,401.0,212.7057356608479,450.0,209.0,85295,37.0,5.748803666493865,True
