structure_name,left_volume_mm3,right_volume_mm3,total_volume_mm3
"Tuberomammillary nucleus, ventral part",0.016533,0.015611,0.032144
"Primary somatosensory area, mouth, layer 6b",0.026803999999999998,0.030673,0.057477
internal capsule,0.507811,0.46485,0.972661
Principal sensory nucleus of the trigeminal,0.192095,0.22372499999999998,0.41581999999999997
"Primary somatosensory area, trunk, layer 6a",0.040151,0.039827,0.079978
"Superior colliculus, motor related, intermediate gray layer",0.434548,0.43906999999999996,0.873618
Interfascicular nucleus raphe,0.018274,0.019733999999999998,0.038008
Parataenial nucleus,0.083489,0.07973999999999999,0.16322899999999999
"Superior colliculus, motor related, intermediate white layer",0.489546,0.497119,0.9866649999999999
Induseum griseum,0.028940999999999998,0.032823,0.061764
"Entorhinal area, lateral part, layer 2",0.322005,0.30661499999999997,0.62862
Anterior amygdalar area,0.132991,0.131136,0.264127
"Superior colliculus, motor related, deep gray layer",0.29081999999999997,0.293384,0.584204
Intergeniculate leaflet of the lateral geniculate complex,0.022307,0.021585999999999998,0.043893
"Entorhinal area, lateral part, layer 6a",0.168592,0.151194,0.319786
"Periventricular hypothalamic nucleus, anterior part",0.019962,0.019756,0.039718
"Primary visual area, layer 6a",0.15477,0.149978,0.304748
Oculomotor nucleus,0.007225,0.0072759999999999995,0.014501
"Gustatory areas, layer 1",0.058986,0.057651999999999995,0.11663799999999999
Paraventricular hypothalamic nucleus,0.057051,0.053348,0.110399
"posteromedial visual area, layer 2/3",0.044967,0.009793,0.05476
"Superior colliculus, motor related, deep white layer",0.080662,0.080562,0.16122399999999998
Precommissural nucleus,0.032514,0.032232,0.064746
"Entorhinal area, lateral part, layer 3",0.25005499999999997,0.22947099999999998,0.47952599999999995
medial forebrain bundle,0.011191999999999999,0.010057,0.021248999999999997
Nucleus accumbens,0.753208,0.7464379999999999,1.4996459999999998
Medial terminal nucleus of the accessory optic tract,0.010321,0.009082999999999999,0.019403999999999998
Intermediodorsal nucleus of the thalamus,0.041249999999999995,0.047645,0.088895
medial longitudinal fascicle,0.035817999999999996,0.036476999999999996,0.072295
"Paraventricular hypothalamic nucleus, descending division",0.03735,0.036617,0.073967
Anterodorsal nucleus,0.060344999999999996,0.072585,0.13293
Lateral terminal nucleus of the accessory optic tract,0.004561,0.004175,0.008736
Interstitial nucleus of Cajal,0.025172999999999997,0.024575,0.049748
"Frontal pole, layer 1",0.027597999999999998,0.039099999999999996,0.066698
Anterodorsal preoptic nucleus,0.016529,0.016279,0.032808
"Lateral visual area, layer 6a",0.030716,0.028839,0.059555
Dorsal terminal nucleus of the accessory optic tract,0.002402,0.002568,0.0049700000000000005
middle cerebellar peduncle,0.226297,0.23299399999999998,0.459291
lateral ventricle,0.9242229999999999,1.1056329999999999,2.0298559999999997
Inferior olivary complex,0.12803799999999999,0.12382499999999999,0.25186299999999995
"Prelimbic area, layer 6a",0.072889,0.06774999999999999,0.140639
Anterior hypothalamic nucleus,0.231682,0.20543699999999998,0.437119
Interposed nucleus,0.22339599999999998,0.196493,0.41988899999999996
motor root of the trigeminal nerve,0.011495,0.013557999999999999,0.025053
Dorsal cochlear nucleus,0.08825799999999999,0.087182,0.17543999999999998
"Temporal association areas, layer 1",0.111369,0.113809,0.225178
subependymal zone,0.049336,0.054283,0.10361899999999999
Interpeduncular nucleus,0.002045,0.0022489999999999997,0.004293999999999999
Ventral cochlear nucleus,0.14710099999999998,0.144795,0.291896
nigrostriatal tract,0.020916,0.020845,0.041761
"Superior olivary complex, medial part",0.071281,0.070702,0.141983
Inferior salivatory nucleus,0.001527,0.0017909999999999998,0.0033179999999999998
choroid plexus,0.462429,0.544909,1.0073379999999998
"Primary somatosensory area, lower limb, layer 2/3",0.110429,0.107426,0.217855
"Superior olivary complex, lateral part",0.108661,0.14565599999999998,0.25431699999999996
Trochlear nucleus,0.001516,0.0015429999999999999,0.003059
optic chiasm,0.08245899999999999,0.07989199999999999,0.16235099999999997
"Periventricular hypothalamic nucleus, intermediate part",0.056074,0.055149,0.11122299999999999
"Agranular insular area, posterior part, layer 1",0.115947,0.109459,0.225406
"Lateral visual area, layer 6b",0.005667999999999999,0.005429,0.011097
"Superior olivary complex, periolivary region",0.117228,0.140602,0.25783
Koelliker-Fuse subnucleus,0.032764999999999996,0.030704,0.063469
optic tract,0.196496,0.179928,0.376424
"Periventricular hypothalamic nucleus, posterior part",0.023334,0.022192999999999997,0.045527
Midbrain reticular nucleus,1.4421279999999999,1.458726,2.900854
third ventricle,0.26376099999999997,0.33286699999999997,0.5966279999999999
Lateral amygdalar nucleus,0.216727,0.194746,0.411473
"Prelimbic area, layer 6b",0.004403,0.0036739999999999997,0.008076999999999999
"Periventricular hypothalamic nucleus, preoptic part",0.027013,0.029619,0.056632
Intermediate reticular nucleus,0.8234699999999999,0.780813,1.604283
"Entorhinal area, lateral part, layer 5",0.26109699999999997,0.23660199999999998,0.49769899999999995
cerebral aqueduct,0.077036,0.08447099999999999,0.16150699999999998
"Nucleus ambiguus, ventral division",0.0062109999999999995,0.004556,0.010766999999999999
fourth ventricle,0.18353799999999998,0.194635,0.378173
Pontine reticular nucleus,0.709963,0.700109,1.410072
Locus ceruleus,0.003351,0.003266,0.006617
"Gustatory areas, layer 4",0.037870999999999995,0.037899999999999996,0.07577099999999999
Paraventricular nucleus of the thalamus,0.132763,0.145178,0.277941
lateral recess,0.08796699999999999,0.090781,0.178748
Lateral dorsal nucleus of thalamus,0.326797,0.38754099999999997,0.7143379999999999
"Dorsal auditory area, layer 6a",0.046676999999999996,0.043795,0.090472
posterior commissure,0.011064,0.01198,0.023044
Anterior olfactory nucleus,0.888702,0.764011,1.6527129999999999
Laterodorsal tegmental nucleus,0.048032,0.047915,0.095947
"Agranular insular area, posterior part, layer 2/3",0.197399,0.192859,0.390258
"central canal, spinal cord/medulla",1.6e-05,0.000305,0.000321
Nucleus prepositus,0.064889,0.073517,0.138406
"Prelimbic area, layer 1",0.074362,0.08336299999999999,0.157725
Retrochiasmatic area,0.06297799999999999,0.052917,0.115895
Nucleus of Roller,0.011157,0.011918999999999999,0.023076
Ventral part of the lateral geniculate complex,0.161263,0.14462999999999998,0.30589299999999997
"Gustatory areas, layer 2/3",0.10865999999999999,0.106615,0.215275
Nucleus of reuniens,0.132328,0.129624,0.26195199999999996
Lateral habenula,0.062287999999999996,0.061471,0.123759
"Gustatory areas, layer 5",0.13172899999999998,0.136823,0.268552
"Accessory olfactory bulb, glomerular layer",0.016826999999999998,0.018838999999999998,0.035665999999999996
Rhomboid nucleus,0.032327,0.036019999999999996,0.06834699999999999
pyramid,0.11323699999999999,0.111634,0.224871
Lateral hypothalamic area,0.410253,0.40277399999999997,0.8130269999999999
"Accessory olfactory bulb, granular layer",0.017834,0.030704,0.048538
Rostral linear nucleus raphe,0.011500999999999999,0.014338,0.025839
pyramidal decussation,0.007427,0.008402,0.015829
"Primary somatosensory area, barrel field, layer 2/3",0.40573899999999996,0.351859,0.757598
Medial vestibular nucleus,0.42630199999999996,0.430637,0.8569389999999999
Linear nucleus of the medulla,0.019992,0.015785999999999998,0.035778
"Accessory olfactory bulb, mitral layer",0.027014999999999997,0.034448,0.061463
Nucleus raphe magnus,0.020496999999999998,0.030591999999999998,0.051088999999999996
Area postrema,0.021456,0.023799999999999998,0.045256
Lateral vestibular nucleus,0.056366,0.061128999999999996,0.11749499999999999
Lateral mammillary nucleus,0.012211,0.011104,0.023315
"Anterior cingulate area, dorsal part, layer 2/3",0.134017,0.13955199999999998,0.27356899999999995
Red nucleus,0.242589,0.229258,0.471847
Anterior pretectal nucleus,0.34713099999999997,0.333626,0.680757
Superior vestibular nucleus,0.078927,0.08137699999999999,0.160304
Lateral posterior nucleus of the thalamus,0.323774,0.312814,0.6365879999999999
Nucleus raphe obscurus,0.006902999999999999,0.014535,0.021438
Arcuate hypothalamic nucleus,0.06984699999999999,0.065194,0.135041
Spinal vestibular nucleus,0.172502,0.18151299999999998,0.35401499999999997
Lateral preoptic area,0.108751,0.10908599999999999,0.217837
sensory root of the trigeminal nerve,0.131048,0.143113,0.274161
Nucleus raphe pallidus,0.012255,0.018449,0.030704000000000002
Anterior tegmental nucleus,0.009634,0.009648,0.019282
"Anterolateral visual area, layer 5",0.044004,0.033888999999999996,0.07789299999999999
"Temporal association areas, layer 4",0.068004,0.059036,0.12704
solitary tract,0.003542,0.003361,0.006902999999999999
Nucleus raphe pontis,0.020642,0.022036,0.042678
"Dorsal auditory area, layer 6b",0.007666,0.0070079999999999995,0.014674
"Midbrain reticular nucleus, retrorubral area",0.048122,0.044940999999999995,0.09306299999999999
"Posterior auditory area, layer 6a",0.014983,0.012444,0.027427
"Lateral septal nucleus, caudal (caudodorsal) part",0.210227,0.22145499999999999,0.431682
"Primary auditory area, layer 2/3",0.089423,0.110608,0.20003100000000001
"Dorsal auditory area, layer 5",0.08251399999999999,0.078133,0.16064699999999998
Anteroventral nucleus of thalamus,0.135634,0.139546,0.27518
"posteromedial visual area, layer 6a",0.023556999999999998,0.022188,0.045744999999999994
"Lateral septal nucleus, rostral (rostroventral) part",0.45273399999999997,0.43941199999999997,0.8921459999999999
"Nucleus of the lateral olfactory tract, molecular layer",0.032619999999999996,0.035238,0.067858
Reticular nucleus of the thalamus,0.41883,0.372451,0.7912809999999999
Anteroventral preoptic nucleus,0.014221,0.014129,0.02835
"Lateral septal nucleus, ventral part",0.112312,0.10947499999999999,0.22178699999999998
"Nucleus of the lateral olfactory tract, pyramidal layer",0.035927,0.037779,0.073706
"Posterolateral visual area, layer 2/3",0.036525999999999996,0.039893,0.07641899999999999
Nucleus sagulum,0.022624,0.024825999999999997,0.04744999999999999
Anteroventral periventricular nucleus,0.024645,0.025110999999999998,0.049755999999999995
"Retrosplenial area, dorsal part, layer 6a",0.134355,0.131528,0.265883
"Retrosplenial area, lateral agranular part, layer 6b",0.0058839999999999995,0.005769,0.011653
Barrington's nucleus,0.003627,0.003578,0.007205
"Anteromedial visual area, layer 1",0.00157,0.0,0.00157
Suprachiasmatic nucleus,0.030473,0.028003,0.058476
Bed nucleus of the anterior commissure,0.0014609999999999998,0.001401,0.002862
"Orbital area, ventrolateral part, layer 2/3",0.061654999999999995,0.053519,0.115174
"Temporal association areas, layer 5",0.20059,0.179034,0.37962399999999996
Bed nucleus of the accessory olfactory tract,0.007206,0.007231,0.014436999999999998
"Anterior cingulate area, ventral part, layer 2/3",0.11208,0.11591,0.22799
Magnocellular nucleus,0.07619999999999999,0.087236,0.16343599999999997
stria terminalis,0.09176,0.087724,0.17948399999999998
"Basolateral amygdalar nucleus, anterior part",0.14499399999999998,0.135069,0.28006299999999995
"Prelimbic area, layer 2/3",0.060606999999999994,0.061398999999999995,0.12200599999999999
"Primary visual area, layer 6b",0.025008,0.024279,0.049287
Magnocellular reticular nucleus,0.136903,0.13347499999999998,0.270378
