index,axis-0,axis-1,axis-2
280.0,437.0,1410.2849268094144,1500.2414360065288
281.0,437.0,1418.635817689566,1492.0511391817647
282.0,437.0,1420.1614612157475,1486.9121294093636
283.0,437.0,1413.095322778696,1475.6705455322365
284.0,437.0,1418.6204195259056,1458.9359766717325
285.0,437.0,1415.7488328222855,1454.7786048769394
286.0,437.0,1410.0056594150456,1442.1350514804035
287.0,437.0,1408.8913123360287,1449.4211669970512
288.0,437.0,1406.9645264508847,1459.2955686030361
289.0,437.0,1402.2130908950164,1462.4631923069483
290.0,437.0,1405.7766675619175,1473.351898789146
291.0,437.0,1405.5786910804231,1477.8063696227723
292.0,437.0,1405.2817263581815,1484.1416170305965
293.0,437.0,1400.5302908023132,1520.4703013848382
294.0,437.0,1394.0960551537419,1511.4623714768381
295.0,437.0,1402.015114413522,1489.5859702716953
296.0,437.0,1400.6292790430605,1481.8648874934097
297.0,437.0,1398.84749070961,1474.0448164743766
298.0,437.0,1393.3041492277637,1479.7861344377172
299.0,437.0,1388.4537254311483,1490.4768644384205
300.0,437.0,1387.562831264423,1478.3013108265086
301.0,437.0,1393.3041492277637,1469.6893338814975
302.0,437.0,1395.0859375612142,1458.503662677058
303.0,437.0,1398.84749070961,1456.62288610286
304.0,437.0,1401.3221967282911,1446.823050268882
305.0,437.0,1395.6798670056978,1447.3179914726184
306.0,437.0,1393.3041492277637,1450.1886504542888
307.0,437.0,1387.6618195051703,1434.4495201754755
308.0,437.0,1386.1769958939615,1453.356274158201
309.0,437.0,1383.5043133937857,1452.4653799914756
310.0,437.0,1382.9103839493023,1462.3642040662007
311.0,437.0,1378.6538895971703,1469.7883221222448
312.0,437.0,1370.1409008929065,1489.3879937902009
313.0,437.0,1379.5447837638956,1499.8807473094096
314.0,437.0,1375.1893011710165,1464.5419453626403
315.0,437.0,1371.130783300379,1468.6004632332777
316.0,437.0,1373.9024540413022,1474.6387459188602
317.0,437.0,1379.0498425601593,1448.0109091578493
318.0,437.0,1377.367042467456,1451.2775211025084
319.0,437.0,1371.7247127448627,1455.6330036953875
320.0,437.0,1371.526736263368,1462.5621805476953
321.0,437.0,1365.2904770962907,1484.042628789849
322.0,437.0,1365.1914888555436,1474.0448164743764
323.0,437.0,1363.1127357998512,1475.9255930485742
324.0,437.0,1354.8967118178293,1488.8930525864644
325.0,437.0,1343.3150876504008,1468.402486751783
326.0,437.0,1355.193676540071,1450.5846034172775
327.0,437.0,1364.3995829295654,1452.762344713717
328.0,437.0,1367.2702419112359,1447.5159679541127
329.0,437.0,1363.013747559104,1445.5362031391676
330.0,437.0,1375.981207096994,1434.8454731384643
331.0,437.0,1373.5065010783128,1438.0130968423764
332.0,437.0,1376.8721012637195,1439.5969086943326
333.0,437.0,1369.2500067261813,1436.8252379534097
334.0,437.0,1376.1791835784888,1420.8881311931018
335.0,437.0,1384.5931840420053,1421.68003711908
336.0,437.0,1396.8677258946648,1426.431472674948
337.0,437.0,1368.854053763192,1411.979189525849
338.0,437.0,1364.9935123740493,1401.1894712843985
339.0,437.0,1363.5086887628404,1398.5167887842226
340.0,437.0,1363.9046417258294,1387.5290940612776
341.0,437.0,1359.450170892203,1413.1670484148162
342.0,437.0,1353.4118882066207,1423.3628372117832
343.0,437.0,1358.0643355217414,1428.015284526904
344.0,437.0,1363.409700522093,1432.1727906382887
345.0,437.0,1363.5086887628404,1436.627261471915
346.0,437.0,1357.0744531142689,1435.2414261014535
347.0,437.0,1347.5715820025328,1431.3808847123107
348.0,437.0,1344.7009230208623,1436.231308508926
349.0,437.0,1349.9472997804667,1404.4560832290579
350.0,437.0,1351.9270645954118,1406.930789247739
351.0,437.0,1354.5007588548403,1411.979189525849
352.0,437.0,1349.9472997804667,1416.0377073964864
353.0,437.0,1345.7897936690822,1420.987119433849
354.0,437.0,1336.4848990388405,1425.0456373044865
355.0,437.0,1333.61424005717,1423.3628372117832
356.0,437.0,1339.9494874649943,1411.187283599871
357.0,437.0,1344.898899502357,1405.7429303587721
358.0,437.0,1338.8606168167744,1404.1591185068162
359.0,437.0,1332.030428205214,1414.5528837852776
360.0,437.0,1328.466851538313,1408.6135893404426
361.0,437.0,1337.2768049648184,1398.5167887842226
362.0,437.0,1331.5354870014778,1398.0218475804863
363.0,437.0,1336.4848990388405,1389.4098706354755
364.0,437.0,1334.802098946137,1386.0442704500688
365.0,437.0,1333.61424005717,1383.1736114683986
366.0,437.0,1332.3273929274558,1390.2017765614535
367.0,437.0,1326.3880984826205,1393.8643414691019
368.0,437.0,1337.6727579278074,1376.8383640605743
369.0,437.0,1340.4444286687306,1375.55151693086
370.0,437.0,1347.67057024328,1376.8383640605743
371.0,437.0,1351.4321233916755,1372.2849049862007
372.0,437.0,1353.4118882066207,1374.1656815603985
373.0,437.0,1359.6481473736976,1368.9193048007942
374.0,437.0,1364.3995829295657,1380.8968819312117
375.0,437.0,1345.690805428335,1369.4142460045305
376.0,437.0,1344.7009230208623,1358.1295865593436
377.0,437.0,1319.7013836082742,1401.4224884932064
378.0,437.0,1316.1625044368795,1401.6665491257163
379.0,437.0,1312.3795646329752,1409.8425803148002
380.0,437.0,1306.1560185039712,1412.6492775886647
381.0,437.0,1319.0912320269993,1439.129856215996
382.0,437.0,1320.921686770824,1441.8145231736055
383.0,437.0,1301.5188664862817,1428.5132187018125
384.0,437.0,1301.030745221262,1421.4354603590234
385.0,437.0,1297.1257751011024,1423.7540363678681
386.0,437.0,1297.4918660498674,1447.6719783538447
387.0,437.0,1289.3158348607835,1417.774550871374
388.0,437.0,1321.1657474033339,1380.0671831485845
389.0,437.0,1315.3082922230947,1389.097426551453
390.0,437.0,1317.8709288644495,1373.9656673358354
391.0,437.0,1322.7521415146487,1367.2539999418113
392.0,437.0,1321.8979293008638,1354.806907683803
393.0,437.0,1318.1149894969594,1352.2442710424484
394.0,437.0,1330.1959908062029,1347.4850887085042
395.0,437.0,1333.6128396613424,1364.3252723516919
396.0,437.0,1333.2467487125775,1371.036939745716
397.0,437.0,1330.073960489948,1323.2010557737628
398.0,437.0,1347.5242957144105,1314.658933635914
399.0,437.0,1320.1895048732945,1331.8652082278666
400.0,437.0,1305.9119578714615,1347.9732099735243
401.0,437.0,1323.606353728434,1323.9332376712928
402.0,437.0,1323.4843234121788,1319.9062372348783
403.0,437.0,1309.6948976753658,1315.025024584679
404.0,437.0,1299.4443511099473,1324.4213589363126
405.0,437.0,1295.4173506735328,1308.069296558145
406.0,437.0,1292.6106533996683,1331.7431779116116
407.0,437.0,1287.2413194844491,1321.9807526112131
408.0,437.0,1297.4918660498677,1344.6783914346397
409.0,437.0,1300.5426239562423,1359.1999990689826
410.0,437.0,1307.1322610340112,1367.3760302580665
411.0,437.0,1310.7931705216608,1372.3792732245208
412.0,437.0,1305.1797759739316,1373.5995763870706
413.0,437.0,1298.4681085799075,1374.3317582846005
414.0,437.0,1292.1225321346485,1367.3760302580665
415.0,437.0,1287.7294407494692,1355.0509683163132
416.0,437.0,1294.319077827238,1355.6611198975882
417.0,437.0,1293.7089262459633,1385.314486747549
418.0,437.0,1281.505894620465,1360.9084234965524
419.0,437.0,1318.2740860418762,1396.421632494867
420.0,437.0,1316.1679817446889,1420.792267933748
421.0,437.0,1318.5749580843315,1429.8184292074075
422.0,437.0,1324.7428349546656,1434.3315098442374
423.0,437.0,1317.2210338932825,1446.065519499995
424.0,437.0,1287.7355737326611,1390.4041916457606
425.0,437.0,1280.213772671278,1395.067708303818
426.0,437.0,1313.6105693838188,1369.6440207163437
427.0,437.0,1270.5857938576198,1404.0938695774776
428.0,437.0,1267.2762013906113,1403.4921254925669
429.0,437.0,1274.0458223458559,1411.9165426813158
430.0,437.0,1270.1344857939366,1418.08441955165
431.0,437.0,1259.0022202230898,1411.3147985964054
432.0,437.0,1274.1962583670836,1373.1040492045797
433.0,437.0,1278.5589029826856,1381.829338435784
434.0,437.0,1265.4709691358794,1369.042276631433
435.0,437.0,1235.985508975258,1403.1912534501116
436.0,437.0,1280.3641352374175,1331.5837073457456
437.0,437.0,1274.4971304095388,1350.2377739779754
438.0,437.0,1279.6119551312793,1337.4507121736242
439.0,437.0,1283.673727704426,1332.1854514306563
440.0,437.0,1280.8154433011005,1326.7697546664604
441.0,437.0,1270.1344857939366,1323.911470263135
442.0,437.0,1307.4426190583963,1270.6571187485433
443.0,437.0,1311.6548276527708,1297.7356025695221
444.0,437.0,1252.6839073315282,1297.8860385907499
445.0,437.0,1253.4360874376664,1303.0008633124903
446.0,437.0,1247.41864658856,1321.3540579022647
447.0,437.0,1257.3474239895856,1325.1149584329562
448.0,437.0,1266.2231492420176,1318.3453374777116
449.0,437.0,1264.267480966058,1320.752313817354
450.0,437.0,1263.816172902375,1316.5401052229795
451.0,437.0,1268.9309976241154,1316.389669201752
452.0,437.0,1265.621405157107,1332.787195515567
453.0,437.0,1266.2231492420176,1342.4151008741371
454.0,437.0,1260.0552723716835,1343.0168449590478
455.0,437.0,1259.0022202230898,1366.0335562068797
456.0,437.0,1272.3910261123517,1381.6789024145562
457.0,437.0,1252.2325992678452,1337.3002761523967
458.0,437.0,1251.3299831404793,1344.0698971076413
459.0,437.0,1236.436817038941,1324.5132143480455
460.0,437.0,1260.0552723716835,1312.7792046922882
461.0,437.0,1231.7733003808835,1302.5496287038957
462.0,437.0,1243.6577460578685,1276.3737610102828
463.0,437.0,1210.4113853665558,1302.5496287038957
464.0,437.0,1215.5262100882962,1294.7269556000574
465.0,437.0,1225.755859531777,1339.8577619683554
466.0,437.0,1217.9331864279388,1368.8919140652936
467.0,437.0,1209.809641281645,1381.3781038271893
468.0,437.0,1226.5080396379153,1328.1237523125978
469.0,437.0,1232.5254804870217,1327.3715722064596
470.0,437.0,1252.8343433527557,1313.2305862110595
471.0,437.0,1252.8343433527557,1308.115761489319
472.0,437.0,1238.091613272445,1303.7531168737169
473.0,437.0,1247.7195186310155,1302.7000647251234
474.0,437.0,1262.7631207537813,1302.7000647251234
475.0,437.0,1269.984049772709,1305.2574770859935
476.0,437.0,1276.0014906218155,1303.7531168737169
477.0,437.0,1262.7631207537813,1290.514747005683
478.0,437.0,1255.391755713626,1276.8250690739658
479.0,437.0,1250.7282390555686,1289.0103867934063
480.0,437.0,1197.0225794772941,1297.2843679609275
481.0,437.0,1236.436817038941,1273.9667846706402
482.0,437.0,1231.923736402111,1281.187713689568
483.0,437.0,1282.77111157706,1300.744396449164
484.0,437.0,1275.70061857936,1279.3824814348363
485.0,437.0,1564.7626253623348,580.2189159621423
486.0,437.0,1552.727743664122,587.7407170235253
487.0,437.0,1552.5773076428945,583.0772003654679
488.0,437.0,1549.2677151758858,580.8206600470529
489.0,437.0,1547.7633549636093,577.6615036012721
490.0,437.0,1545.657250666422,574.5023471554912
491.0,437.0,1542.648530241869,560.3613611600912
492.0,437.0,1517.0744066331667,569.5379584549785
493.0,437.0,1508.3491174019623,577.8119396224997
494.0,437.0,1505.94214106232,586.8381008961593
495.0,437.0,1505.039524934954,597.3686223820955
496.0,437.0,1500.075136234441,592.8555417452657
497.0,437.0,1502.9334206377666,607.2973997831209
498.0,437.0,1505.7917050410922,609.8548121439911
499.0,437.0,1500.075136234441,622.1905658846592
500.0,437.0,1526.8527480129644,593.4572858301763
501.0,437.0,1534.0736770318922,591.9529256178996
502.0,437.0,1531.5162646710219,598.1208024882337
503.0,437.0,1534.8258571380304,587.1389729386145
504.0,437.0,1503.9864727863603,571.6440627521656
505.0,437.0,1492.8542072155133,581.7232761744187
506.0,437.0,1491.5002830244644,605.492167528389
507.0,437.0,1497.8185959160262,603.5364992524295
508.0,437.0,1504.2873448288155,613.3148406322273
509.0,437.0,1484.332078089087,618.86125675715
510.0,437.0,1497.6333825608797,626.9152576299789
511.0,437.0,1492.5081092781704,615.9325291670305
512.0,437.0,1496.6571400308399,635.2133191353176
513.0,437.0,1498.3655644584096,640.216562101772
514.0,437.0,1485.4303509353815,649.2468055046406
515.0,437.0,1478.8407138576124,640.0945317855169
516.0,437.0,1472.7391980448633,663.0362312414536
517.0,437.0,1480.5394938169643,597.0668985424677
518.0,437.0,1474.2763256568505,610.8779873057955
519.0,437.0,1490.0145430848288,590.8840274100477
520.0,437.0,1477.8093948753763,587.7524433299908
521.0,437.0,1468.9223017731838,618.7105938065116
522.0,437.0,1470.6085393547528,622.8860392465875
523.0,437.0,1474.7839847948287,617.1046532526364
524.0,437.0,1477.9155688748856,623.1269303296688
525.0,437.0,1463.7832920007827,628.9886133513137
526.0,437.0,1463.702994973089,632.0399004036768
527.0,437.0,1463.0606187515389,646.091880250086
528.0,437.0,1447.0815102404795,627.864454963601
529.0,437.0,1434.0733917540892,647.0554445824112
530.0,437.0,1450.1327972928425,645.2086129454544
531.0,437.0,1437.204975834146,627.9447519912945
532.0,437.0,1428.8540849539943,638.9454447853406
533.0,437.0,1426.926956289344,651.9535632717307
534.0,437.0,1430.0585403694006,676.3638596906355
535.0,437.0,1427.0875503447314,668.8962361151154
536.0,437.0,1440.1759658588153,671.0642558628471
537.0,437.0,1445.074084548135,663.6769293150205
538.0,437.0,1410.1448775013466,661.10742442882
539.0,437.0,1412.1523031936908,663.2754441765517
540.0,437.0,1411.2690358890593,674.9988102198415
541.0,437.0,1414.7218080798914,684.1526713769309
542.0,437.0,1420.5834911015363,693.1459384786327
543.0,437.0,1409.5025012797964,668.0129688104839
544.0,437.0,1432.1462630894387,687.9266316785379
545.0,437.0,1427.3284414278125,697.7228690571774
546.0,437.0,1448.7677478220482,686.0798000415813
