structure_name,left_volume_mm3,right_volume_mm3,total_volume_mm3
"Tuberomammillary nucleus, ventral part",0.016052999999999998,0.018623,0.034676
"Primary somatosensory area, mouth, layer 6b",0.023611999999999998,0.026137999999999998,0.049749999999999996
internal capsule,0.46636299999999997,0.47357899999999997,0.9399419999999999
Principal sensory nucleus of the trigeminal,0.177551,0.18399,0.361541
"Primary somatosensory area, trunk, layer 6a",0.05057,0.041697,0.09226699999999999
"Superior colliculus, motor related, intermediate gray layer",0.456416,0.443752,0.900168
Interfascicular nucleus raphe,0.017613,0.018001,0.035614
Parataenial nucleus,0.084572,0.087202,0.17177399999999998
"Superior colliculus, motor related, intermediate white layer",0.527355,0.5077929999999999,1.035148
Induseum griseum,0.030137999999999998,0.030551,0.06068899999999999
"Entorhinal area, lateral part, layer 2",0.32764299999999996,0.321663,0.6493059999999999
Anterior amygdalar area,0.117006,0.125266,0.242272
"Superior colliculus, motor related, deep gray layer",0.31251399999999996,0.311971,0.624485
Intergeniculate leaflet of the lateral geniculate complex,0.021089999999999998,0.022105,0.043195
"Entorhinal area, lateral part, layer 6a",0.164857,0.184002,0.34885900000000003
"Periventricular hypothalamic nucleus, anterior part",0.018524,0.01847,0.036994
"Primary visual area, layer 6a",0.16497799999999999,0.15334,0.318318
Oculomotor nucleus,0.007163999999999999,0.007298,0.014462
"Gustatory areas, layer 1",0.06328,0.069045,0.132325
Paraventricular hypothalamic nucleus,0.056981,0.057402999999999996,0.11438399999999999
"posteromedial visual area, layer 2/3",0.008786,0.044314,0.0531
"Superior colliculus, motor related, deep white layer",0.087741,0.089906,0.177647
Precommissural nucleus,0.037017999999999995,0.036798,0.07381599999999999
"Entorhinal area, lateral part, layer 3",0.24007299999999998,0.25152199999999997,0.49159499999999995
medial forebrain bundle,0.009403,0.011531,0.020934
Nucleus accumbens,0.72556,0.776399,1.5019589999999998
Medial terminal nucleus of the accessory optic tract,0.009472,0.010164,0.019636
Intermediodorsal nucleus of the thalamus,0.050268,0.050643,0.100911
medial longitudinal fascicle,0.0372,0.037711,0.074911
"Paraventricular hypothalamic nucleus, descending division",0.037551999999999995,0.036738,0.07429
Anterodorsal nucleus,0.07590999999999999,0.059371999999999994,0.13528199999999999
Lateral terminal nucleus of the accessory optic tract,0.0043029999999999995,0.005203999999999999,0.009506999999999998
Interstitial nucleus of Cajal,0.023069,0.024957999999999998,0.048027
"Frontal pole, layer 1",0.054016999999999996,0.033009,0.08702599999999999
Anterodorsal preoptic nucleus,0.019273,0.018323,0.037596
"Lateral visual area, layer 6a",0.028152999999999997,0.030548,0.058700999999999996
Dorsal terminal nucleus of the accessory optic tract,0.0026119999999999997,0.002539,0.005150999999999999
middle cerebellar peduncle,0.22100399999999998,0.21786999999999998,0.438874
lateral ventricle,1.066535,0.837384,1.9039190000000001
Inferior olivary complex,0.09805499999999999,0.097096,0.195151
"Prelimbic area, layer 6a",0.072689,0.0663,0.138989
Anterior hypothalamic nucleus,0.21531,0.227923,0.443233
Interposed nucleus,0.202365,0.212115,0.41447999999999996
motor root of the trigeminal nerve,0.01317,0.011257,0.024426999999999997
Dorsal cochlear nucleus,0.070842,0.070449,0.141291
"Temporal association areas, layer 1",0.13754,0.11509499999999999,0.252635
subependymal zone,0.054876999999999995,0.052388,0.107265
Interpeduncular nucleus,0.0021249999999999997,0.002281,0.004406
Ventral cochlear nucleus,0.111783,0.115704,0.227487
nigrostriatal tract,0.018956999999999998,0.02002,0.038977
"Superior olivary complex, medial part",0.058538,0.07078,0.129318
Inferior salivatory nucleus,0.001606,0.00164,0.0032459999999999998
choroid plexus,0.496421,0.416661,0.913082
"Primary somatosensory area, lower limb, layer 2/3",0.105081,0.10579899999999999,0.21087999999999998
"Superior olivary complex, lateral part",0.087849,0.121635,0.209484
Trochlear nucleus,0.0014249999999999998,0.00146,0.0028849999999999995
optic chiasm,0.085991,0.085205,0.17119600000000001
"Periventricular hypothalamic nucleus, intermediate part",0.052187,0.05171,0.10389699999999999
"Agranular insular area, posterior part, layer 1",0.13044799999999998,0.13747099999999998,0.26791899999999996
"Lateral visual area, layer 6b",0.0053419999999999995,0.005691,0.011033
"Superior olivary complex, periolivary region",0.097193,0.113316,0.210509
Koelliker-Fuse subnucleus,0.02667,0.032014,0.058684
optic tract,0.17518399999999998,0.176782,0.351966
"Periventricular hypothalamic nucleus, posterior part",0.02265,0.023121,0.045771
Midbrain reticular nucleus,1.474389,1.529742,3.004131
third ventricle,0.307045,0.293357,0.600402
Lateral amygdalar nucleus,0.155823,0.19156199999999998,0.34738499999999994
"Prelimbic area, layer 6b",0.003702,0.003915,0.0076170000000000005
"Periventricular hypothalamic nucleus, preoptic part",0.031826,0.031758999999999996,0.063585
Intermediate reticular nucleus,0.844362,0.878566,1.722928
"Entorhinal area, lateral part, layer 5",0.243548,0.264077,0.507625
cerebral aqueduct,0.06886099999999999,0.07097099999999999,0.13983199999999998
"Nucleus ambiguus, ventral division",0.004879,0.005392999999999999,0.010272
fourth ventricle,0.145154,0.143145,0.28829899999999997
Pontine reticular nucleus,0.683967,0.6723859999999999,1.356353
Locus ceruleus,0.0034809999999999997,0.0033049999999999998,0.0067859999999999995
"Gustatory areas, layer 4",0.040601,0.043642,0.084243
Paraventricular nucleus of the thalamus,0.148125,0.14818599999999998,0.296311
lateral recess,0.08286099999999999,0.08119599999999999,0.16405699999999998
Lateral dorsal nucleus of thalamus,0.384827,0.316191,0.7010179999999999
"Dorsal auditory area, layer 6a",0.04025,0.038842999999999996,0.079093
posterior commissure,0.013124,0.013153,0.026277000000000002
Anterior olfactory nucleus,0.7553,0.8030299999999999,1.5583299999999998
Laterodorsal tegmental nucleus,0.045721,0.045453,0.091174
"Agranular insular area, posterior part, layer 2/3",0.225734,0.234119,0.45985299999999996
"central canal, spinal cord/medulla",0.000158,0.000143,0.000301
Nucleus prepositus,0.066454,0.066367,0.132821
"Prelimbic area, layer 1",0.09017599999999999,0.08118199999999999,0.17135799999999998
Retrochiasmatic area,0.055764999999999995,0.058873999999999996,0.11463899999999999
Nucleus of Roller,0.009186,0.009163,0.018348999999999997
Ventral part of the lateral geniculate complex,0.13813799999999998,0.15356699999999998,0.291705
"Gustatory areas, layer 2/3",0.117958,0.125577,0.243535
Nucleus of reuniens,0.138766,0.139781,0.278547
Lateral habenula,0.066077,0.068294,0.134371
"Gustatory areas, layer 5",0.14041299999999998,0.150386,0.290799
"Accessory olfactory bulb, glomerular layer",0.026978,0.015872,0.04285
Rhomboid nucleus,0.034436999999999995,0.035774,0.070211
pyramid,0.115573,0.115213,0.230786
Lateral hypothalamic area,0.396627,0.419134,0.815761
"Accessory olfactory bulb, granular layer",0.043515,0.019431999999999998,0.062947
Rostral linear nucleus raphe,0.011805999999999999,0.011902999999999999,0.023708999999999997
pyramidal decussation,0.008125,0.007930999999999999,0.016056
"Primary somatosensory area, barrel field, layer 2/3",0.331654,0.342057,0.673711
Medial vestibular nucleus,0.47669,0.452765,0.9294549999999999
Linear nucleus of the medulla,0.017655999999999998,0.020661,0.038317
"Accessory olfactory bulb, mitral layer",0.051532999999999995,0.026806,0.07833899999999999
Nucleus raphe magnus,0.029019999999999997,0.029106,0.058126
Area postrema,0.019844999999999998,0.019726,0.039570999999999995
Lateral vestibular nucleus,0.054303,0.054194,0.108497
Lateral mammillary nucleus,0.011458999999999999,0.014039,0.025498
"Anterior cingulate area, dorsal part, layer 2/3",0.13337,0.133706,0.267076
Red nucleus,0.212133,0.236724,0.44885699999999995
Anterior pretectal nucleus,0.360164,0.344601,0.704765
Superior vestibular nucleus,0.085841,0.080496,0.166337
Lateral posterior nucleus of the thalamus,0.31124199999999996,0.299263,0.610505
Nucleus raphe obscurus,0.008804,0.008820999999999999,0.017625
Arcuate hypothalamic nucleus,0.070949,0.068075,0.13902399999999998
Spinal vestibular nucleus,0.20940899999999998,0.195518,0.404927
Lateral preoptic area,0.11771,0.12317099999999999,0.24088099999999998
sensory root of the trigeminal nerve,0.15423699999999999,0.138641,0.29287799999999997
Nucleus raphe pallidus,0.013502,0.013547,0.027049
Anterior tegmental nucleus,0.009946,0.010305,0.020250999999999998
"Anterolateral visual area, layer 5",0.032726,0.037591,0.07031699999999999
"Temporal association areas, layer 4",0.068088,0.06501799999999999,0.133106
solitary tract,0.003443,0.0033179999999999998,0.006761
Nucleus raphe pontis,0.023021999999999997,0.02333,0.046352
"Dorsal auditory area, layer 6b",0.0065,0.006403,0.012903
"Midbrain reticular nucleus, retrorubral area",0.039756,0.042277999999999996,0.082034
"Posterior auditory area, layer 6a",0.014372999999999999,0.013989999999999999,0.028363
"Lateral septal nucleus, caudal (caudodorsal) part",0.209478,0.218194,0.427672
"Primary auditory area, layer 2/3",0.111985,0.108486,0.220471
"Dorsal auditory area, layer 5",0.075417,0.07187199999999999,0.147289
Anteroventral nucleus of thalamus,0.14044399999999999,0.122545,0.262989
"posteromedial visual area, layer 6a",0.024599,0.023431999999999998,0.048031
"Lateral septal nucleus, rostral (rostroventral) part",0.4004,0.44796199999999997,0.848362
"Nucleus of the lateral olfactory tract, molecular layer",0.035220999999999995,0.026733,0.061953999999999995
Reticular nucleus of the thalamus,0.37568599999999996,0.39081299999999997,0.7664989999999999
Anteroventral preoptic nucleus,0.016152,0.014617999999999999,0.03077
"Lateral septal nucleus, ventral part",0.112135,0.11541799999999999,0.227553
"Nucleus of the lateral olfactory tract, pyramidal layer",0.036434,0.032730999999999996,0.069165
"Posterolateral visual area, layer 2/3",0.037613,0.034455,0.072068
Nucleus sagulum,0.024576,0.024213,0.048789
Anteroventral periventricular nucleus,0.029550999999999997,0.028384,0.057935
"Retrosplenial area, dorsal part, layer 6a",0.14363199999999998,0.14313,0.28676199999999996
"Retrosplenial area, lateral agranular part, layer 6b",0.0065,0.006267,0.012767
Barrington's nucleus,0.0036999999999999997,0.003604,0.007304
Suprachiasmatic nucleus,0.027524999999999997,0.027788,0.055313
Bed nucleus of the anterior commissure,0.001841,0.0018269999999999998,0.003668
"Orbital area, ventrolateral part, layer 2/3",0.061759999999999995,0.059119,0.12087899999999999
"Temporal association areas, layer 5",0.198098,0.19225099999999998,0.39034899999999995
Bed nucleus of the accessory olfactory tract,0.0075959999999999995,0.0062629999999999995,0.013859
"Anterior cingulate area, ventral part, layer 2/3",0.112783,0.11474999999999999,0.22753299999999999
Magnocellular nucleus,0.076974,0.080831,0.157805
stria terminalis,0.08707899999999999,0.086847,0.17392599999999997
