structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
rubrospinal tract,35.0,6.0,41.0,0.24785700000000002,0.242288,0.490145,141.21045602908129,24.763917321534702
Ventral cochlear nucleus,27.0,13.0,40.0,0.415882,0.331507,0.7473890000000001,64.92226160305087,39.2148582081223
"Superior olivary complex, lateral part",15.0,24.0,39.0,0.18492,0.194547,0.379467,81.11615833874107,123.36350599084027
Hypoglossal nucleus,16.0,22.0,38.0,0.17166800000000002,0.167652,0.33931999999999995,93.20315958711,131.2242025147329
Lateral vestibular nucleus,21.0,14.0,35.0,0.15075999999999998,0.120696,0.27145600000000003,139.29424250464317,115.99390203486446
medial longitudinal fascicle,15.0,16.0,31.0,0.06820799999999999,0.068163,0.136371,219.91555242786774,234.7314525475698
Gracile nucleus,14.0,14.0,28.0,0.042660000000000003,0.041969,0.084629,328.1762775433661,333.57954680835854
Edinger-Westphal nucleus,8.0,18.0,26.0,0.010773,0.010805,0.021578,742.597233825304,1665.8954187875984
"Anterior cingulate area, dorsal part, layer 5",24.0,2.0,26.0,0.5471689999999999,0.499414,1.046583,43.86213400247456,4.004693500782917
Supratrigeminal nucleus,17.0,9.0,26.0,0.125813,0.128885,0.254698,135.12117189797556,69.82969313729294
"Secondary motor area, layer 5",13.0,8.0,21.0,1.913201,1.80855,3.7217510000000003,6.794895047619147,4.423433137043488
"Gustatory areas, layer 5",9.0,12.0,21.0,0.209619,0.21197800000000003,0.421597,42.93503928556095,56.60964817103661
"Supplemental somatosensory area, layer 5",0.0,20.0,20.0,0.700687,0.797512,1.498199,0.0,25.077992556851807
Peritrigeminal zone,18.0,2.0,20.0,0.17664100000000002,0.195949,0.37259000000000003,101.90159702447336,10.206737467402231
Tuberal nucleus,8.0,10.0,18.0,0.234729,0.233828,0.46855699999999995,34.08185609788309,42.766477923944095
lateral lemniscus,13.0,5.0,18.0,0.371925,0.36007,0.731995,34.95328359212207,13.886188796622879
Nucleus of Darkschewitsch,12.0,5.0,17.0,0.0416,0.0428,0.0844,288.46153846153845,116.82242990654206
Inferior olivary complex,3.0,14.0,17.0,0.191144,0.204648,0.39579200000000003,15.694973423178336,68.41014815683515
