label,centroid_y,centroid_x,area,mean_intensity,max_intensity,median_intensity,integrated_intensity,background,fold_change,is_positive
1,1175.5294117647059,110.61764705882354,34.0,597.5294117647059,774.0,592.0,20316,280.0,2.134033613444616,True
2,995.35,72.1,40.0,514.125,604.0,509.0,20565,280.0,1.8361607142850587,False
3,412.5207468879668,348.6701244813278,482.0,684.4273858921161,1317.0,694.5,329894,280.0,2.444383521042399,True
4,1183.7638343448768,1442.5976436986791,5602.0,727.803641556587,1193.0,745.0,4077156,280.0,2.5992987198440254,True
5,121.41176470588235,115.6470588235294,34.0,641.5588235294117,930.0,683.5,21813,280.0,2.2912815126042236,True
6,1233.7878787878788,250.45454545454547,33.0,1089.060606060606,1378.0,1093.0,35939,280.0,3.8895021645007755,True
7,45.174601164851865,232.84755634337807,7898.0,405.0844517599392,1199.0,404.0,3199357,280.0,1.4467301848564091,False
8,104.07142857142857,118.76190476190476,42.0,338.4761904761905,445.0,339.0,14216,280.0,1.2088435374145343,False
9,305.2307692307692,122.0,52.0,425.34615384615387,572.0,418.5,22118,280.0,1.5190934065928643,False
10,64.8162374508948,519.7463989524225,6873.0,519.6577913574858,1001.0,520.0,3571608,280.0,1.8559206834189295,False
11,1323.0869281045752,1439.8544662309369,9180.0,599.4125272331155,1117.0,627.0,5502607,280.0,2.140759025831791,True
12,1277.6129032258063,656.3870967741935,31.0,393.19354838709677,534.0,386.0,12189,280.0,1.4042626728105585,False
13,481.4405344757242,408.0078539371685,9804.0,863.5343737250103,1593.0,860.0,8466091,280.0,3.084051334731078,True
14,389.6385169927909,397.5993820803296,971.0,663.0566426364572,1299.0,648.0,643828,280.0,2.368059437986502,True
15,159.33050847457628,164.23728813559322,118.0,438.3813559322034,765.0,411.5,51729,280.0,1.56564769975731,False
16,619.0357142857143,6.678571428571429,28.0,292.07142857142856,365.0,291.0,8178,280.0,1.0431122448975867,False
17,314.1470588235294,505.5882352941176,34.0,659.0,960.0,641.5,22406,280.0,2.353571428570588,True
18,183.82203389830508,292.3305084745763,118.0,1228.7542372881355,1814.0,1191.5,144993,280.0,4.388407990313203,True
19,869.4599358974359,259.1121794871795,624.0,1145.6923076923076,1882.0,1120.5,714912,280.0,4.09175824175678,True
20,837.5752823086575,240.77728983688834,1594.0,980.0031367628608,1855.0,959.5,1562125,280.0,3.500011202723253,True
21,36.33735801806636,1323.3785886772203,11181.0,669.4193721491816,1442.0,678.0,7484778,280.0,2.390783471960509,True
22,410.8647608576141,325.31500824628915,1819.0,919.4007696536559,1709.0,898.0,1672390,280.0,3.2835741773333127,True
23,635.8,17.7,40.0,342.2,463.0,344.5,13688,280.0,1.2221428571424207,False
24,237.02380952380952,361.7261904761905,84.0,1287.357142857143,1996.0,1286.0,108138,280.0,4.5977040816310115,True
25,524.0952380952381,555.4761904761905,21.0,408.14285714285717,572.0,404.0,8571,280.0,1.4576530612239693,False
26,1177.7627118644068,616.3559322033898,59.0,1267.5593220338983,1900.0,1174.0,74786,280.0,4.526997578690877,True
27,1384.9310344827586,238.3448275862069,29.0,898.0689655172414,1094.0,888.0,26044,280.0,3.207389162560431,True
28,94.26024159663865,295.7484243697479,3808.0,737.4193802521008,1382.0,742.0,2808093,280.0,2.6336406437565625,True
29,440.125,503.75,24.0,883.5,1147.0,938.0,21204,280.0,3.155357142856016,True
30,327.8510638297872,490.0744680851064,94.0,600.5744680851063,815.0,592.0,56454,280.0,2.1449088145888995,True
31,1317.2105263157894,1323.1052631578948,95.0,296.7263157894737,781.0,253.0,28189,280.0,1.0597368421048847,False
32,1026.9701492537313,26.46268656716418,67.0,362.07462686567163,554.0,358.0,24259,280.0,1.2931236673769368,False
33,245.89156626506025,333.12048192771084,83.0,1438.012048192771,2290.0,1349.0,119355,280.0,5.1357573149723486,True
34,288.84615384615387,536.4615384615385,26.0,669.6923076923077,997.0,618.0,17412,280.0,2.3917582417573877,True
35,878.8499902591077,154.31878693421652,15399.0,663.2309240859796,1565.0,668.0,10213093,280.0,2.3686818717347955,True
36,145.07368421052632,333.6842105263158,95.0,1090.4105263157894,1606.0,1062.0,103589,280.0,3.8943233082692856,True
37,1134.6106870229007,635.4580152671756,131.0,924.7251908396946,1279.0,931.0,121139,280.0,3.3025899672834442,True
38,463.864406779661,642.2203389830509,59.0,722.2033898305085,971.0,697.0,42610,280.0,2.579297820822324,True
39,1277.2549019607843,220.18627450980392,102.0,1197.5392156862745,1780.0,1191.5,122149,280.0,4.276925770306596,True
40,836.886393659181,1284.371532364597,3028.0,914.4544253632761,2202.0,923.0,2768968,280.0,3.265908662010534,True
41,199.89655172413794,380.04597701149424,87.0,1162.4367816091954,1647.0,1186.0,101132,280.0,4.151559934317072,True
42,162.26436781609195,350.735632183908,87.0,1262.6896551724137,1787.0,1287.0,109854,280.0,4.509605911328439,True
43,1319.3636363636363,756.0454545454545,22.0,368.40909090909093,477.0,359.5,8105,280.0,1.3157467532462834,False
44,302.83962264150944,472.60377358490564,106.0,598.5188679245283,841.0,593.5,63443,280.0,2.1375673854439805,True
45,514.75,610.78125,32.0,638.75,953.0,615.5,20440,280.0,2.2812499999991855,True
46,1407.4878048780488,1074.5243902439024,82.0,513.7560975609756,1234.0,479.5,42128,280.0,1.8348432055742576,False
47,1367.0267857142858,346.54464285714283,112.0,1590.2142857142858,2266.0,1559.5,178104,280.0,5.67933673469185,True
48,626.82,395.8,50.0,2173.32,4095.0,1695.0,108666,280.0,7.761857142854372,True
49,14.121102248005801,913.1127628716462,2758.0,414.10079767947786,773.0,412.0,1142090,280.0,1.4789314202833215,False
