structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Vascular organ of the lamina terminalis,0.0,0.0,0.0,0.001335,0.0012929999999999,0.002628,0.0,0.0
Ventral anterior-lateral complex of the thalamus,0.0,0.0,0.0,0.2245599999999999,0.2194539999999999,0.4440139999999999,0.0,0.0
"Ventral auditory area, layer 1",0.0,0.0,0.0,0.0592549999999999,0.0572139999999999,0.1164689999999999,0.0,0.0
"Ventral auditory area, layer 2/3",0.0,0.0,0.0,0.081567,0.076948,0.158515,0.0,0.0
"Ventral auditory area, layer 4",0.0,0.0,0.0,0.0468499999999999,0.043572,0.090422,0.0,0.0
"Ventral auditory area, layer 5",271.0,40.0,311.0,0.139076,0.128886,0.267962,1948.5748799217693,310.35178374687706
"Ventral auditory area, layer 6a",17.0,24.0,41.0,0.069463,0.065509,0.1349719999999999,244.73460691303285,366.3618739409852
"Ventral auditory area, layer 6b",0.0,0.0,0.0,0.0109489999999999,0.010609,0.021558,0.0,0.0
Ventral cochlear nucleus,0.0,16.0,16.0,0.112304,0.133343,0.245647,0.0,119.99130063070429
Ventral medial nucleus of the thalamus,0.0,2.0,2.0,0.2293649999999999,0.236391,0.4657559999999999,0.0,8.460558989132412
Ventral part of the lateral geniculate complex,0.0,0.0,0.0,0.137117,0.161109,0.298226,0.0,0.0
Ventral posterolateral nucleus of the thalamus,0.0,0.0,0.0,0.203655,0.230869,0.434524,0.0,0.0
"Ventral posterolateral nucleus of the thalamus, parvicellular part",0.0,0.0,0.0,0.022646,0.0266549999999999,0.049301,0.0,0.0
Ventral posteromedial nucleus of the thalamus,0.0,0.0,0.0,0.413803,0.455092,0.868895,0.0,0.0
"Ventral posteromedial nucleus of the thalamus, parvicellular part",0.0,0.0,0.0,0.0623209999999999,0.070188,0.132509,0.0,0.0
Ventral premammillary nucleus,0.0,0.0,0.0,0.029751,0.034894,0.064645,0.0,0.0
Ventral tegmental area,1.0,16.0,17.0,0.096791,0.110803,0.207594,10.331539089378145,144.40042237123544
Ventral tegmental nucleus,0.0,0.0,0.0,0.0075239999999999,0.007624,0.0151479999999999,0.0,0.0
Ventrolateral preoptic nucleus,0.0,0.0,0.0,0.0159109999999999,0.013621,0.0295319999999999,0.0,0.0
