brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp
,"Anterior cingulate area, dorsal part, layer 6a",11,3,14,0.142896,0.147446,0.290342,76.9790617,20.34643191,,,"Anterior cingulate area, dorsal part, layer 6a",0,0,0,0.38524899999999995,0.371578,0.7568269999999999,0,0,14,,,"Anterior cingulate area, dorsal part, layer 6a",75,22,97,0.38098,0.413779,0.794759,196.8607276,53.16847883,-83,,,"Anterior cingulate area, dorsal part, layer 6a",0,0,0,0.38098,0.413779,0.794759,0,0,14,,,"Anterior cingulate area, dorsal part, layer 6a",319,0,319,0.4676,0.419656,0.887256,682.2070145,0,-305,,,"Anterior cingulate area, dorsal part, layer 6a",0,0,0,0.4676,0.419656,0.887256,0,0,14
,"Primary motor area, Layer 6a",1574,914,2488,0.229134,0.223302,0.452436,1405.291227,0,,,"Primary motor area, Layer 6a",598,308,906,0.202465,0.206635,0.4091,0,0,1582,,,"Primary motor area, Layer 6a",410,2150,2560,0.265218,0.253687,0.518905,0,0,-72,,,"Primary motor area, Layer 6a",112,485,597,1.982472,1.826725,3.809197,56.49512326,265.5024703,1891,,,"Primary motor area, Layer 6a",3935,2297,6232,1.742339,1.606693,3.349032,2258.458314,1429.644618,-3744,,,"Primary motor area, Layer 6a",163,96,259,1.742339,1.606693,3.349032,93.55240283,59.75005804,2229
,Infracerebellar nucleus,7,10,17,0.012516,0.013514,0.02603,0,0,,,Infracerebellar nucleus,0,0,0,0.045159,0.054087,0.099246,0,0,17,,,Infracerebellar nucleus,49,39,88,0.04965,0.047382,0.097032,0,0,-71,,,Infracerebellar nucleus,0,0,0,0.046466,0.044403,0.090869,0,0,17,,,Infracerebellar nucleus,82,32,114,0.041269,0.0448,0.086069,1986.96358,714.2857143,-97,,,Infracerebellar nucleus,0,0,0,0.041269,0.0448,0.086069,0,0,17
,"Primary somatosensory area, nose, layer 5",31,18,49,0.010867,0.010444,0.021311,0,0,,,"Primary somatosensory area, nose, layer 5",0,0,0,0.825239,0.851232,1.6764709999999998,0,0,49,,,"Primary somatosensory area, nose, layer 5",34,84,118,0.853922,1.071543,1.925465,0,0,-69,,,"Primary somatosensory area, nose, layer 5",0,2,2,0.297313,0.268452,0.565765,0,7.450121437,47,,,"Primary somatosensory area, nose, layer 5",0,501,501,0.26321,0.284458,0.547668,0,1761.244191,-452,,,"Primary somatosensory area, nose, layer 5",0,0,0,0.26321,0.284458,0.547668,0,0,49
,"Primary somatosensory area, nose, layer 6a",5,2,7,0.000872,0.019392,0.020264,0,5724.009901,,,"Primary somatosensory area, nose, layer 6a",0,0,0,0.43214300000000005,0.445964,0.878107,0,0,7,,,"Primary somatosensory area, nose, layer 6a",63,12,75,0.43177,0.538701,0.970471,0,0,-68,,,"Primary somatosensory area, nose, layer 6a",0,0,0,0.493303,0.427873,0.921176,0,0,7,,,"Primary somatosensory area, nose, layer 6a",5,1,6,0.406044,0.430882,0.836926,12.31393642,2.320821014,1,,,"Primary somatosensory area, nose, layer 6a",0,0,0,0.406044,0.430882,0.836926,0,0,7
,"Superior colliculus, motor related, deep gray layer",0,0,0,0.523473,0.509675,1.033148,5.730954605,0,,,"Superior colliculus, motor related, deep gray layer",0,0,0,0.023982,0.023071,0.047053,0,0,0,,,"Superior colliculus, motor related, deep gray layer",35,33,68,0.027055,0.029654,0.056709,0,0,-68,,,"Superior colliculus, motor related, deep gray layer",4,2,6,1.013803,1.06231,2.076113,3.945539715,1.88268961,-6,,,"Superior colliculus, motor related, deep gray layer",0,0,0,0.858178,0.883162,1.74134,0,0,0,,,"Superior colliculus, motor related, deep gray layer",0,0,0,0.858178,0.883162,1.74134,0,0,0
,"Gustatory areas, layer 5",63,40,103,0.009546,0.010381,0.019927,0,0,,,"Gustatory areas, layer 5",0,0,0,0.159604,0.164375,0.323979,0,0,103,,,"Gustatory areas, layer 5",57,109,166,0.191638,0.193582,0.38522,20.87268705,72.32077363,-63,,,"Gustatory areas, layer 5",43,10,53,0.241084,0.238371,0.479455,178.3610692,41.95141187,50,,,"Gustatory areas, layer 5",0,0,0,0.226387,0.237848,0.464235,0,0,103,,,"Gustatory areas, layer 5",0,0,0,0.226387,0.237848,0.464235,0,0,103
,superior cerebelar peduncles,10,28,38,0.317343,0.316,0.633343,0,0,,,superior cerebelar peduncles,30,51,81,0.011147,0.011045000000000001,0.022192,0,0,-43,,,superior cerebelar peduncles,45,53,98,0.016552,0.016186,0.032738,0,0,-60,,,superior cerebelar peduncles,41,29,70,0.324918,0.3547,0.679618,126.1856838,81.75923315,-32,,,superior cerebelar peduncles,66,91,157,0.261736,0.32147,0.583206,252.1624843,283.0746259,-119,,,superior cerebelar peduncles,26,25,51,0.261736,0.32147,0.583206,99.33673625,77.76775438,-13
,Pontine reticular nucleus,811,750,1561,0.177136,0.186486,0.363622,5.645379821,0,,,Pontine reticular nucleus,769,773,1542,0.042108,0.041709,0.083817,0,0,19,,,Pontine reticular nucleus,841,778,1619,0.03871,0.047448,0.086158,0,0,-58,,,Pontine reticular nucleus,385,545,930,1.795614,2.235062,4.030676,214.4113378,243.8411104,631,,,Pontine reticular nucleus,896,1024,1920,1.599074,1.955091,3.554165,560.3242877,523.7607866,-359,,,Pontine reticular nucleus,637,670,1307,1.599074,1.955091,3.554165,398.3555483,342.6950459,254
,Nucleus raphe magnus,70,65,135,0.014005,0.013898,0.027903,0,431.7167938,,,Nucleus raphe magnus,214,183,397,0.8024549999999999,0.790913,1.5933680000000001,0,0,-262,,,Nucleus raphe magnus,47,146,193,0.849452,0.876003,1.725455,0,0,-58,,,Nucleus raphe magnus,231,318,549,0.090836,0.091822,0.182658,2543.044608,3463.222321,-414,,,Nucleus raphe magnus,11,1,12,0.056025,0.056558,0.112583,196.3409192,17.68096467,123,,,Nucleus raphe magnus,38,76,114,0.056025,0.056558,0.112583,678.2686301,1343.753315,21
,medial longitudinal fascicle,10,21,31,0.033929,0.039894,0.073823,0,0,,,medial longitudinal fascicle,2,3,5,2.574045,2.7082740000000003,5.282318999999998,25.252083782529056,32.12378068097984,26,,,medial longitudinal fascicle,49,39,88,3.357004,3.588409,6.945413,18.76673367,25.35942809,-57,,,medial longitudinal fascicle,21,18,39,0.137879,0.132165,0.270044,152.307458,136.1933946,-8,,,medial longitudinal fascicle,78,45,123,0.081672,0.082419,0.164091,955.0396709,545.990609,-92,,,medial longitudinal fascicle,19,31,50,0.081672,0.082419,0.164091,232.6378685,376.126864,-19
,Thalamus,0,4,4,0.104958,0.109822,0.21478,0,0,,,Thalamus,72,38,110,0.052958000000000005,0.058315,0.111273,0,0,-106,,,Thalamus,27,34,61,0.055468,0.052264,0.107732,0,0,-57,,,Thalamus,61,69,130,0.582286,0.600253,1.182539,104.7595168,114.9515288,-126,,,Thalamus,5,13,18,0.564031,0.56257,1.126601,8.864760979,23.10823542,-14,,,Thalamus,13,43,56,0.564031,0.56257,1.126601,23.04837855,76.43493254,-52
,Oculomotor nucleus,0,0,0,0.550759,0.330517,0.881276,5.447028555,0,,,Oculomotor nucleus,0,0,0,0.092253,0.116033,0.208286,0,0,0,,,Oculomotor nucleus,42,14,56,0.116825,0.110264,0.227089,0,0,-56,,,Oculomotor nucleus,4,0,4,0.034343,0.030907,0.06525,116.4720613,0,-4,,,Oculomotor nucleus,0,0,0,0.017087,0.017887,0.034974,0,0,0,,,Oculomotor nucleus,0,0,0,0.017087,0.017887,0.034974,0,0,0
,"Anterior area, layer 6a",247,99,346,0.051289,0.037785,0.089074,4815.847453,2620.087336,,,"Anterior area, layer 6a",49,222,271,0.13571,0.147724,0.283434,361.0640336010611,1502.8025236251387,75,,,"Anterior area, layer 6a",21,373,394,0.140203,0.170902,0.311105,149.7828149,2182.537361,-48,,,"Anterior area, layer 6a",0,9,9,0.140203,0.170902,0.311105,0,52.66175937,337,,,"Anterior area, layer 6a",0,0,0,0.147608,0.15306,0.300668,0,0,346,,,"Anterior area, layer 6a",0,0,0,0.147608,0.15306,0.300668,0,0,346
,Principal sensory nucleus of the trigeminal,5,9,14,0.11467,0.110323,0.224993,52.32406035,9.06429303,,,Principal sensory nucleus of the trigeminal,3,0,3,0.7740579999999999,0.725649,1.499707,0,0,11,,,Principal sensory nucleus of the trigeminal,42,18,60,1.017835,0.994308,2.012143,0,0,-46,,,Principal sensory nucleus of the trigeminal,0,8,8,0.501289,0.377056,0.878345,0,21.21700755,6,,,Principal sensory nucleus of the trigeminal,0,31,31,0.531709,0.269619,0.801328,0,114.9770602,-17,,,Principal sensory nucleus of the trigeminal,0,0,0,0.531709,0.269619,0.801328,0,0,14
,Cerebellum,17,27,44,0.068548,0.071063,0.139611,0,0,,,Cerebellum,0,1,1,0.362686,0.369259,0.7319450000000001,0,2.708126274511928,43,,,Cerebellum,57,30,87,0.451293,0.445063,0.896356,126.3037539,67.40618744,-43,,,Cerebellum,0,0,0,0.451293,0.445063,0.896356,0,0,44,,,Cerebellum,138,132,270,0.439343,0.419223,0.858566,314.1053801,314.8682205,-226,,,Cerebellum,0,0,0,0.439343,0.419223,0.858566,0,0,44
,mammillothalamic tract,0,0,0,0.381181,0.427568,0.808749,0,322.7556786,,,mammilothalmic tract,0,0,0,0.034311,0.035176,0.069487,0,0,0,,,mammilothalmic tract,33,8,41,0.033358,0.03403,0.067388,0,0,-41,,,mammilothalmic tract,21,28,49,0.098869,0.117722,0.216591,212.4022697,237.8484905,-49,,,mammilothalmic tract,4,0,4,0.085121,0.086619,0.17174,46.99192914,0,-4,,,mammilothalmic tract,0,2,2,0.085121,0.086619,0.17174,0,23.08962237,-2
,Motor nucleus of trigeminal,6,4,10,0.0185,0.019411,0.037911,108.1081081,206.0687239,,,Motor nucleus of trigeminal,0,3,3,0.087969,0.09357,0.181539,0,0,7,,,Motor nucleus of trigeminal,26,23,49,0.118792,0.140874,0.259666,0,0,-39,,,Motor nucleus of trigeminal,0,3,3,0.222873,0.18606,0.408933,0,16.12383102,7,,,Motor nucleus of trigeminal,7,3,10,0.170688,0.130898,0.301586,41.01049869,22.91860838,0,,,Motor nucleus of trigeminal,0,7,7,0.170688,0.130898,0.301586,0,53.47675289,3
,Barrington's nucleus,5,5,10,0.120094,0.131211,0.251305,0,0,,,Barrington's nucleus,8,33,41,0.007863,0.008236,0.016099000000000002,1017.4233753020476,4006.7994171928117,-31,,,Barrington's nucleus,22,18,40,0.008714,0.010024,0.018738,2524.67294,1795.690343,-30,,,Barrington's nucleus,8,14,22,0.008714,0.010024,0.018738,918.0628873,1396.648045,-12,,,Barrington's nucleus,1,0,1,0.009183,0.008606,0.017789,108.8968747,0,9,,,Barrington's nucleus,89,78,167,0.009183,0.008606,0.017789,9691.821845,9063.444109,-157
,"Ventral posteromedial nucleus of the thalamus, parvicellular part",0,0,0,0.096791,0.110803,0.207594,10.33153909,144.4004224,,,"Ventral posteromedial nucleus of the thalamus, parvicellular part",0,0,0,,,,,,0,,,"Ventral posteromedial nucleus of the thalamus, parvicellular part",16,13,29,,,,,,-29,,,"Ventral posteromedial nucleus of the thalamus, parvicellular part",32,38,70,0.16155,0.173411,0.334961,198.0810894,219.132581,-70,,,"Ventral posteromedial nucleus of the thalamus, parvicellular part",1,16,17,0.158876,0.160873,0.319749,6.294216874,99.45733591,-17,,,"Ventral posteromedial nucleus of the thalamus, parvicellular part",0,0,0,0.158876,0.160873,0.319749,0,0,0
,"Central amygdalar nucleus, medial part",8,25,33,0.000171,0.00017,0.000341,0,0,,,"Central amygdalar nucleus, medial part",0,0,0,0.361583,0.365364,0.726947,0,0,33,,,"Central amygdalar nucleus, medial part",46,12,58,0.642482,0.594249,1.236731,71.59733658,20.19355523,-25,,,"Central amygdalar nucleus, medial part",0,0,0,0.642482,0.594249,1.236731,0,0,33,,,"Central amygdalar nucleus, medial part",12,3,15,0.394743,0.340543,0.735286,30.39952577,8.809460186,18,,,"Central amygdalar nucleus, medial part",0,0,0,0.394743,0.340543,0.735286,0,0,33
,Superior vestibular nucleus,0,3,3,0.268654,0.272123,0.540777,29.77807887,7.349617636,,,Superior vestibular nucleus,0,0,0,0.03146,0.030545999999999997,0.062006,0,0,3,,,Superior vestibular nucleus,10,15,25,0.031553,0.029979,0.061532,0,0,-22,,,Superior vestibular nucleus,0,0,0,0.259306,0.28682,0.546126,0,0,3,,,Superior vestibular nucleus,6,30,36,0.271982,0.258383,0.530365,22.0602834,116.1067098,-33,,,Superior vestibular nucleus,1,0,1,0.271982,0.258383,0.530365,3.6767139,0,2
,"Superior colliculus, motor related, intermediate white layer",3,0,3,0.05815,0.060284,0.118434,0,0,,,"Superior colliculus, motor related, intermediate white layer",0,0,0,0.467938,0.43161700000000003,0.8995549999999999,0,0,3,,,"Superior colliculus, motor related, intermediate white layer",11,9,20,0.199196,0.221774,0.42097,0,0,-17,,,"Superior colliculus, motor related, intermediate white layer",0,0,0,1.445619,1.647069,3.092688,0,0,3,,,"Superior colliculus, motor related, intermediate white layer",0,19,19,1.472181,1.453294,2.925475,0,13.07374833,-16,,,"Superior colliculus, motor related, intermediate white layer",0,0,0,1.472181,1.453294,2.925475,0,0,3
,"Superior colliculus, motor related, deep white layer",0,0,0,0.113571,0.117999,0.23157,0,0,,,"Superior colliculus, motor related, deep white layer",0,0,0,0.124378,0.126977,0.251355,56.280049526443584,78.75442009182765,0,,,"Superior colliculus, motor related, deep white layer",5,11,16,0.176723,0.157925,0.334648,164.0986176,94.98179516,-16,,,"Superior colliculus, motor related, deep white layer",0,0,0,0.314647,0.326707,0.641354,0,0,0,,,"Superior colliculus, motor related, deep white layer",0,0,0,0.235388,0.229265,0.464653,0,0,0,,,"Superior colliculus, motor related, deep white layer",0,0,0,0.235388,0.229265,0.464653,0,0,0
,"Gustatory areas, layer 6a",0,3,3,0.009514,0.009608,0.019122,0,0,,,"Gustatory areas, layer 6a",0,0,0,0.01404,0.014377000000000001,0.028417,0,0,3,,,"Gustatory areas, layer 6a",4,14,18,0.01772,0.018389,0.036109,0,0,-15,,,"Gustatory areas, layer 6a",2,3,5,0.191638,0.193582,0.38522,10.43634352,15.49730863,-2,,,"Gustatory areas, layer 6a",0,0,0,0.170378,0.168399,0.338777,0,0,3,,,"Gustatory areas, layer 6a",0,0,0,0.170378,0.168399,0.338777,0,0,3
,"Supplemental somatosensory area, layer 4",8,2,10,0.048096,0.04797,0.096066,0,20.84636231,,,"Supplemental somatosensory area, layer 4",0,0,0,0.17740699999999998,0.16550099999999998,0.342908,0,0,10,,,"Supplemental somatosensory area, layer 4",22,1,23,0.173374,0.231006,0.40438,0,4.32889189,-13,,,"Supplemental somatosensory area, layer 4",0,0,0,0.531405,0.563525,1.09493,0,0,10,,,"Supplemental somatosensory area, layer 4",0,4,4,0.492678,0.575039,1.067717,0,6.956049937,6,,,"Supplemental somatosensory area, layer 4",0,0,0,0.492678,0.575039,1.067717,0,0,10
,Nucleus prepositus,18,10,28,0.009534,0.009532,0.019066,2517.306482,1468.736886,,,Nucleus prepositus,0,0,0,0.026986000000000003,0.026216000000000003,0.053202,0,0,28,,,Nucleus prepositus,15,24,39,0.024058,0.021391,0.045449,0,0,-11,,,Nucleus prepositus,0,0,0,0.27808,0.293756,0.571836,0,0,28,,,Nucleus prepositus,164,17,181,0.170761,0.158523,0.329284,960.4066502,107.2399589,-153,,,Nucleus prepositus,0,0,0,0.170761,0.158523,0.329284,0,0,28
,Nodulus (X),1,6,7,0.005881,0.00687,0.012751,1700.39109,1455.604076,,,Nodulus (X),0,0,0,0.637135,0.641459,1.278594,40.80767812159119,35.85576007196095,7,,,Nodulus (X),18,0,18,0.838993,0.910436,1.749429,50.06001242,27.45937111,-11,,,Nodulus (X),0,0,0,1.062564,1.229986,2.29255,0,0,7,,,Nodulus (X),0,0,0,0.862174,0.940241,1.802415,0,0,7,,,Nodulus (X),0,0,0,0.862174,0.940241,1.802415,0,0,7
,choroid plexus,0,1,1,0.295721,0.285025,0.580746,0,0,,,choroid plexus,0,1,1,0.8118340000000001,0.784349,1.596183,0,1.274942659453891,0,,,choroid plexus,12,0,12,0.95807,0.932919,1.890989,12.52518083,0,-11,,,choroid plexus,0,0,0,0.95807,0.932919,1.890989,0,0,1,,,choroid plexus,7,0,7,1.22587,1.100977,2.326847,5.710230285,0,-6,,,choroid plexus,0,0,0,1.22587,1.100977,2.326847,0,0,1
,Superior central nucleus raphe,1,0,1,0.007568,0.007685,0.015253,0,0,,,Superior central nucleus raphe,0,0,0,0.087142,0.088501,0.175643,0,0,1,,,Superior central nucleus raphe,6,6,12,0.117627,0.098459,0.216086,0,0,-11,,,Superior central nucleus raphe,2,1,3,0.410902,0.472394,0.883296,4.867340631,2.116877014,-2,,,Superior central nucleus raphe,140,17,157,0.355849,0.391486,0.747335,393.4253012,43.42428593,-156,,,Superior central nucleus raphe,3,0,3,0.355849,0.391486,0.747335,8.430542168,0,-2
,cerebellar commissure,0,0,0,0.180642,0.18142,0.362062,94.10878976,148.8259288,,,cerebellar commissure,0,0,0,0.032337,0.031957,0.064294,0,0,0,,,cerebellar commissure,2,9,11,0.03897,0.038644,0.077614,51.32152938,232.8951454,-11,,,cerebellar commissure,0,0,0,0.03897,0.038644,0.077614,0,0,0,,,cerebellar commissure,14,0,14,0.028171,0.03044,0.058611,496.964964,0,-14,,,cerebellar commissure,0,0,0,0.028171,0.03044,0.058611,0,0,0
,Peritrigeminal zone,33,21,54,0.052682,0.05215,0.104832,0,0,,,Peritrigeminal zone,11,0,11,0.023738,0.023791999999999997,0.04753,0,0,43,,,Peritrigeminal zone,39,25,64,0.029872,0.028114,0.057986,0,0,-10,,,Peritrigeminal zone,11,7,18,0.25033,0.260451,0.510781,43.94199656,26.87645661,36,,,Peritrigeminal zone,32,28,60,0.156851,0.159082,0.315933,204.0152756,176.0098566,-6,,,Peritrigeminal zone,10,2,12,0.156851,0.159082,0.315933,63.75477364,12.57213261,42
,"Subparafascicular nucleus, parvicellular part",2,0,2,0.046018,0.046108,0.092126,21.73062715,0,,,"Subparafascicular nucleus, parvicellular part",0,0,0,0.499554,0.5505720000000001,1.0501260000000001,0,0,2,,,"Subparafascicular nucleus, parvicellular part",5,7,12,0.531405,0.563525,1.09493,41.39968574,1.774544164,-10,,,"Subparafascicular nucleus, parvicellular part",0,0,0,0.084761,0.08371,0.168471,0,0,2,,,"Subparafascicular nucleus, parvicellular part",2,25,27,0.085118,0.084971,0.170089,23.49679269,294.2180273,-25,,,"Subparafascicular nucleus, parvicellular part",0,0,0,0.085118,0.084971,0.170089,0,0,2
,trochlear nerve,0,1,1,0.006004,0.006184,0.012188,0,0,,,trochlear nerve,0,0,0,0.123578,0.12324700000000001,0.246825,0,0,1,,,trochlear nerve,11,0,11,0.137714,0.132804,0.270518,21.78427756,37.64946839,-10,,,trochlear nerve,7,0,7,0.005685,0.006397,0.012082,1231.310466,0,-6,,,trochlear nerve,0,2,2,0.003906,0.004666,0.008572,0,428.6326618,-1,,,trochlear nerve,0,0,0,0.003906,0.004666,0.008572,0,0,1
,"Primary somatosensory area, barrel field, layer 5",255,157,412,0.036357,0.034926,0.071283,0,0,,,"Primary somatosensory area, barrel field, layer 5",0,0,0,0.237704,0.222677,0.46038100000000004,0,0,412,,,"Primary somatosensory area, barrel field, layer 5",128,293,421,0.286211,0.326253,0.612464,0,0,-9,,,"Primary somatosensory area, barrel field, layer 5",0,3,3,0.604408,0.569174,1.173582,0,5.270795925,409,,,"Primary somatosensory area, barrel field, layer 5",0,6,6,0.605273,0.635258,1.240531,0,9.444981409,406,,,"Primary somatosensory area, barrel field, layer 5",0,0,0,0.605273,0.635258,1.240531,0,0,412
,Dorsal cochlear nucleus,0,0,0,0.168046,0.163017,0.331063,0,0,,,Dorsal cochlear nucleus,2,0,2,0.195202,0.213772,0.408974,10.245796661919448,0,-2,,,Dorsal cochlear nucleus,0,9,9,0.313319,0.393585,0.706904,0,22.8667251,-9,,,Dorsal cochlear nucleus,0,5,5,0.313319,0.393585,0.706904,0,12.70373617,-5,,,Dorsal cochlear nucleus,0,1,1,0.195106,0.212313,0.407419,0,4.710027177,-1,,,Dorsal cochlear nucleus,0,0,0,0.195106,0.212313,0.407419,0,0,0
,Medial accesory oculomotor nucleus,0,0,0,0.002521,0.002524,0.005045,0,0,,,Medial accesory oculomotor nucleus,4,3,7,0.227321,0.228441,0.455762,0,0,-7,,,Medial accesory oculomotor nucleus,0,9,9,0.300323,0.250663,0.550986,3.329748304,0,-9,,,Medial accesory oculomotor nucleus,0,5,5,0.011367,0.010584,0.021951,0,472.4111867,-5,,,Medial accesory oculomotor nucleus,55,73,128,0.010383,0.010367,0.02075,5297.120293,7041.574226,-128,,,Medial accesory oculomotor nucleus,0,0,0,0.010383,0.010367,0.02075,0,0,0
,Nucleus raphe pontis,0,0,0,0.01214,0.012356,0.024496,247.1169687,161.8646811,,,Nucleus raphe pontis,0,0,0,0.270971,0.227433,0.498404,0,0,0,,,Nucleus raphe pontis,0,9,9,0.327721,0.269539,0.59726,0,0,-9,,,Nucleus raphe pontis,0,0,0,0.083505,0.084136,0.167641,0,0,0,,,Nucleus raphe pontis,52,15,67,0.065133,0.069874,0.135007,798.3664195,214.6721241,-67,,,Nucleus raphe pontis,0,0,0,0.065133,0.069874,0.135007,0,0,0
,Rostral linear nucleus raphe,0,0,0,0.027934,0.027129,0.055063,35.79866829,0,,,Rostral linear nucleus raphe,0,2,2,0.35759,0.40087399999999995,0.758464,100.67395620682905,209.54215040137302,-2,,,Rostral linear nucleus raphe,9,0,9,0.663159,0.701022,1.364181,244.2853071,263.9004197,-9,,,Rostral linear nucleus raphe,6,2,8,0.050925,0.047764,0.098689,117.820324,41.87253999,-8,,,Rostral linear nucleus raphe,23,19,42,0.027321,0.027285,0.054606,841.8432707,696.3533077,-42,,,Rostral linear nucleus raphe,0,0,0,0.027321,0.027285,0.054606,0,0,0
,Tegmental reticular nucleus,0,3,3,0.067106,0.060992,0.128098,0,0,,,Tegmental reticular nucleus,0,0,0,0.092479,0.086312,0.17879099999999998,0,0,3,,,Tegmental reticular nucleus,0,11,11,0.099657,0.111151,0.210808,0,26.99031048,-8,,,Tegmental reticular nucleus,0,0,0,0.397372,0.480783,0.878155,0,0,3,,,Tegmental reticular nucleus,4,0,4,0.28481,0.252024,0.536834,14.04445069,0,-1,,,Tegmental reticular nucleus,0,0,0,0.28481,0.252024,0.536834,0,0,3
,Lobules IV-V,1,0,1,0.078942,0.080305,0.159247,12.66752806,373.5757425,,,Lobules IV-V,0,0,0,0.018487,0.018395,0.036882,0,0,1,,,Lobules IV-V,6,3,9,0.01956,0.018169,0.037729,0,0,-8,,,Lobules IV-V,0,0,0,3.837742,4.311289,8.149031,0,0,1,,,Lobules IV-V,0,10,10,3.362531,3.36108,6.723611,0,2.975234151,-9,,,Lobules IV-V,0,0,0,3.362531,3.36108,6.723611,0,0,1
,Dentate nucleus,3,1,4,0.143962,0.136962,0.280924,13.89255498,14.6025905,,,Dentate nucleus,0,0,0,0.11929300000000001,0.133758,0.253051,0,0,4,,,Dentate nucleus,0,11,11,0.180254,0.203938,0.384192,0,53.93796154,-7,,,Dentate nucleus,0,0,0,0.180254,0.203938,0.384192,0,0,4,,,Dentate nucleus,0,1,1,0.126485,0.11553,0.242015,0,8.655760409,3,,,Dentate nucleus,0,0,0,0.126485,0.11553,0.242015,0,0,4
,facial nerve,2,1,3,0.011554,0.011826,0.02338,0,0,,,facial nerve,0,0,0,0.087788,0.089519,0.177307,0,0,3,,,facial nerve,6,4,10,0.11829,0.114053,0.232343,0,0,-7,,,facial nerve,0,0,0,0.060567,0.058617,0.119184,0,0,3,,,facial nerve,1,40,41,0.049784,0.051294,0.101078,20.08677487,779.8183023,-38,,,facial nerve,0,0,0,0.049784,0.051294,0.101078,0,0,3
,Accessory trigeminal nucleus,0,0,0,0.004079,0.003999,0.008078,0,0,,,Accessory trigeminal nucleus,1,0,1,0.010191,0.009263,0.019454,98.12579727210283,0,-1,,,Accessory trigeminal nucleus,4,1,5,0.010502,0.014764,0.025266,380.8798324,67.73232186,-5,,,Accessory trigeminal nucleus,0,2,2,0.010502,0.014764,0.025266,0,135.4646437,-2,,,Accessory trigeminal nucleus,0,0,0,0.006686,0.006453,0.013139,0,0,0,,,Accessory trigeminal nucleus,2,0,2,0.006686,0.006453,0.013139,299.1325157,0,-2
,Lateral hypothalamic area,246,207,453,0.011029,0.013824,0.024853,0,0,,,Lateral hypothalamic area,244,471,715,0.240627,0.250654,0.491281,0,0,-262,,,Lateral hypothalamic area,240,216,456,0.31989,0.28054,0.60043,0,0,-3,,,Lateral hypothalamic area,124,154,278,1.214991,1.339579,2.55457,102.0583692,114.9614916,175,,,Lateral hypothalamic area,33,477,510,1.310614,1.299204,2.609818,25.17903822,367.1478844,-57,,,Lateral hypothalamic area,19,153,172,1.310614,1.299204,2.609818,14.49702201,117.7644157,281
,"Central amygdalar nucleus, lateral part",0,2,2,0.123416,0.138693,0.262109,64.821417,180.2542306,,,"Central amygdalar nucleus, lateral part",0,0,0,0.109069,0.107149,0.216218,0,0,2,,,"Central amygdalar nucleus, lateral part",4,1,5,0.198789,0.22679,0.425579,20.12183773,4.409365492,-3,,,"Central amygdalar nucleus, lateral part",0,0,0,0.198789,0.22679,0.425579,0,0,2,,,"Central amygdalar nucleus, lateral part",0,1,1,0.135301,0.117367,0.252668,0,8.520282533,1,,,"Central amygdalar nucleus, lateral part",0,0,0,0.135301,0.117367,0.252668,0,0,2
,"corpus callosum, body",0,0,0,0.015941,0.020623,0.036564,0,0,,,"corpus callosum, body",0,0,0,1.635913,1.5355,3.1714130000000003,0,0,0,,,"corpus callosum, body",3,0,3,2.160963,1.974853,4.135816,1.388269952,0,-3,,,"corpus callosum, body",0,0,0,2.160963,1.974853,4.135816,0,0,0,,,"corpus callosum, body",869,0,869,2.203464,1.914314,4.117778,394.3790323,0,-869,,,"corpus callosum, body",0,0,0,2.203464,1.914314,4.117778,0,0,0
,"Posterior auditory area, layer 6a",0,0,0,0.012649,0.012562,0.025211,0,0,,,"Posterior auditory area, layer 6a",0,0,0,0.016545999999999998,0.015965999999999998,0.032512,0,0,0,,,"Posterior auditory area, layer 6a",0,3,3,0.015529,0.017706,0.033235,0,0,-3,,,"Posterior auditory area, layer 6a",0,0,0,0.031415,0.026567,0.057982,0,0,0,,,"Posterior auditory area, layer 6a",0,0,0,0.025275,0.025209,0.050484,0,0,0,,,"Posterior auditory area, layer 6a",0,0,0,0.025275,0.025209,0.050484,0,0,0
