structure_name,left_volume_mm3,right_volume_mm3,total_volume_mm3
"Tuberomammillary nucleus, ventral part",0.00865625,0.00859375,0.01725
"Primary somatosensory area, mouth, layer 6b",0.007609375,0.008328125,0.0159375
internal capsule,0.15990625,0.1555,0.31540625
Principal sensory nucleus of the trigeminal,0.08440625,0.083109375,0.167515625
"Primary somatosensory area, trunk, layer 6a",0.016734375,0.015734375000000002,0.032468750000000005
"Superior colliculus, motor related, intermediate gray layer",0.14734375,0.1419375,0.28928125
Interfascicular nucleus raphe,0.006125,0.00709375,0.013218750000000001
Parataenial nucleus,0.017718750000000002,0.017484375,0.035203125
"Superior colliculus, motor related, intermediate white layer",0.1519375,0.146796875,0.298734375
Induseum griseum,0.007890625,0.00975,0.017640625
"Entorhinal area, lateral part, layer 2",0.123828125,0.118140625,0.24196875
Anterior amygdalar area,0.040453125,0.040109375,0.08056250000000001
"Superior colliculus, motor related, deep gray layer",0.085625,0.084140625,0.169765625
Intergeniculate leaflet of the lateral geniculate complex,0.005125,0.00496875,0.01009375
"Entorhinal area, lateral part, layer 6a",0.08026562500000001,0.07648437500000001,0.15675
"Periventricular hypothalamic nucleus, anterior part",0.00284375,0.004828125,0.007671875
"Primary visual area, layer 6a",0.080484375,0.07190625,0.152390625
Oculomotor nucleus,0.00234375,0.002421875,0.004765625
"Gustatory areas, layer 1",0.014625,0.0145625,0.0291875
Paraventricular hypothalamic nucleus,0.014625,0.01540625,0.030031250000000002
"posteromedial visual area, layer 2/3",0.022390625,0.02046875,0.042859375000000005
"Superior colliculus, motor related, deep white layer",0.023625,0.0238125,0.0474375
Precommissural nucleus,0.012609375,0.01240625,0.025015625
"Entorhinal area, lateral part, layer 3",0.100078125,0.098484375,0.1985625
medial forebrain bundle,0.003984375,0.0037187500000000003,0.007703125
Nucleus accumbens,0.37720312500000003,0.3815,0.758703125
Medial terminal nucleus of the accessory optic tract,0.00303125,0.0033125,0.00634375
Intermediodorsal nucleus of the thalamus,0.0119375,0.01459375,0.02653125
