structure_name,left_volume_mm3,right_volume_mm3,total_volume_mm3
"Tuberomammillary nucleus, ventral part",0.006418999999999999,0.006483999999999999,0.012902999999999998
"Primary somatosensory area, mouth, layer 6b",0.005823,0.005232,0.011054999999999999
internal capsule,0.119055,0.12711999999999998,0.24617499999999998
Principal sensory nucleus of the trigeminal,0.048486999999999995,0.048511,0.096998
"Primary somatosensory area, trunk, layer 6a",0.012858999999999999,0.009529,0.022387999999999998
"Superior colliculus, motor related, intermediate gray layer",0.11111499999999999,0.102059,0.21317399999999997
Interfascicular nucleus raphe,0.004676,0.0052049999999999996,0.009881
Parataenial nucleus,0.011127,0.010669,0.021796
"Superior colliculus, motor related, intermediate white layer",0.119808,0.111591,0.231399
Induseum griseum,0.005519,0.00609,0.011609
"Entorhinal area, lateral part, layer 2",0.08899,0.091697,0.180687
Anterior amygdalar area,0.025536,0.027558,0.053094
"Superior colliculus, motor related, deep gray layer",0.071797,0.069132,0.140929
Intergeniculate leaflet of the lateral geniculate complex,0.0036079999999999997,0.0037129999999999997,0.007320999999999999
"Entorhinal area, lateral part, layer 6a",0.054895,0.05547,0.11036499999999999
"Periventricular hypothalamic nucleus, anterior part",0.002827,0.002876,0.005703
"Primary visual area, layer 6a",0.051105,0.045935,0.09703999999999999
Oculomotor nucleus,0.002008,0.002009,0.004017
"Gustatory areas, layer 1",0.010388999999999999,0.010638,0.021026999999999997
Paraventricular hypothalamic nucleus,0.010124,0.010073,0.020197
"posteromedial visual area, layer 2/3",0.015719,0.012098,0.027817
"Superior colliculus, motor related, deep white layer",0.020422,0.020055999999999997,0.040478
Precommissural nucleus,0.009106999999999999,0.008765,0.017872
"Entorhinal area, lateral part, layer 3",0.07131699999999999,0.075289,0.146606
medial forebrain bundle,0.0029809999999999997,0.0029319999999999997,0.005913
Nucleus accumbens,0.219693,0.218633,0.438326
Medial terminal nucleus of the accessory optic tract,0.002431,0.002538,0.0049689999999999995
Intermediodorsal nucleus of the thalamus,0.009238999999999999,0.010478999999999999,0.019718
medial longitudinal fascicle,0.009073,0.009080999999999999,0.018153999999999997
"Paraventricular hypothalamic nucleus, descending division",0.00811,0.007763,0.015872999999999998
Anterodorsal nucleus,0.008721999999999999,0.007437,0.016159
Lateral terminal nucleus of the accessory optic tract,0.000879,0.000997,0.001876
Interstitial nucleus of Cajal,0.004592,0.004541,0.009132999999999999
"Frontal pole, layer 1",0.010253,0.01154,0.021793
Anterodorsal preoptic nucleus,0.004514,0.004432,0.008945999999999999
"Lateral visual area, layer 6a",0.009701999999999999,0.009219999999999999,0.018921999999999998
Dorsal terminal nucleus of the accessory optic tract,0.000556,0.000535,0.001091
middle cerebellar peduncle,0.049886,0.051483,0.101369
lateral ventricle,0.115106,0.100419,0.215525
Inferior olivary complex,0.033866,0.033767,0.067633
"Prelimbic area, layer 6a",0.02272,0.019604999999999997,0.042325
Anterior hypothalamic nucleus,0.041203,0.040604,0.08180699999999999
Interposed nucleus,0.033256,0.032796,0.066052
motor root of the trigeminal nerve,0.0028,0.002953,0.005752999999999999
